input_amplitude,input_period,input_duty_cycle,phase_coherence,mean_phase,phase_coherence_population,collective_phase,phase_coherence_n1,mean_phase_n1,phase_coherence_population_n1,collective_phase_n1,phase_coherence_n10,mean_phase_n10,phase_coherence_population_n10,collective_phase_n10,phase_coherence_n100,mean_phase_n100,phase_coherence_population_n100,collective_phase_n100
0.0,0.75,0.5,0.15583777628142692,0.9282117509748928,0.03191980591285225,0.3747492674327417,0.0963880574016774,0.48310283103111373,NaN,NaN,0.0959135343978169,0.4486462440141063,0.2950457638986966,0.46610575255348957,0.11664503670904933,0.5711951014245209,0.09597756935441835,0.5052626845208665
0.0,0.755,0.5,0.026021861008526437,0.8229658293124714,0.03150257199234969,0.5611203936217763,0.09967488355053533,0.5084864953914671,NaN,NaN,0.09176578109657094,0.5118876256885327,0.2984854049323087,0.4861624203170314,0.13397050741084487,0.5897818162590566,0.09699398230866475,0.5342975980301062
0.0,0.76,0.5,0.03920307913190645,0.3100660079198322,0.03214474146514787,0.6158015734547111,0.09681933114267198,0.4944879001959963,NaN,NaN,0.10816391564963902,0.4215084310470575,0.2986645347989641,0.5212613846910665,0.09056655589271709,0.3459060793736043,0.09441110527923591,0.5183508011331913
0.0,0.765,0.5,0.0521835555115236,0.9677412722737031,0.031581584149132216,0.43417272508267846,0.0947361476345433,0.49651655762156244,NaN,NaN,0.1009295598173593,0.47957741204105425,0.30164668800048927,0.49612762149266454,0.11582356376515231,0.46456196602340416,0.09497216342660537,0.4946215018929038
0.0,0.77,0.5,0.19278762206588293,0.03099604876557485,0.031005792683512473,0.33355765747444666,0.10036274337793347,0.5098359016574996,NaN,NaN,0.11093440972858204,0.47412771785474284,0.29803299206330625,0.49040693692679455,0.11900006498133069,0.435933609303021,0.09769412201650444,0.4007473560977511
0.0,0.775,0.5,0.05277329746775489,0.4838391110106714,0.03260822215287652,0.44068627674427097,0.10116747833490665,0.49656808467955416,NaN,NaN,0.1051346928552212,0.47630957286195075,0.2948509315259755,0.53479613841439,0.12132334922420056,0.48183171115654994,0.09649836810113292,0.5007922088855272
0.0,0.78,0.5,0.08664204680873215,0.8396720065822746,0.03417553988413397,0.539807983478537,0.10105924645989925,0.5184928433902389,NaN,NaN,0.10785141143756533,0.5394153353225458,0.29418511331995295,0.4984631056797611,0.11250843388418327,0.6658802473218596,0.09251459964536644,0.50897426190517
0.0,0.785,0.5,0.11115316250426378,0.47296582931205594,0.02723877389236336,0.4719496648065553,0.10605122069111411,0.5017686996825705,NaN,NaN,0.10477133683153589,0.48855503820910995,0.298241968661565,0.49581429300638274,0.10079414953638502,0.773921907331017,0.09233044939919881,0.574420832952662
0.0,0.79,0.5,0.17719572311360915,0.1469903731827414,0.0340269664072448,0.3793766434528521,0.1035151600356704,0.4916174261131093,NaN,NaN,0.11181585611911458,0.4839346180202478,0.2983437602872645,0.47990642913417964,0.1122033159392442,0.5083140489085591,0.09476720011239105,0.5072438828224725
0.0,0.795,0.5,0.12380344368114159,0.024677801910074022,0.03173003118657568,0.4771641952887301,0.10734056974625565,0.4944043150111207,NaN,NaN,0.10654614376173602,0.5198933189436299,0.2968386105504908,0.48692525735642767,0.08515170087644157,0.3972537314471187,0.09533520586093498,0.4986084239381528
0.0,0.8,0.5,0.13649321262391576,0.1665253501448682,0.03205248311209176,0.5079095639065103,0.10705112778692552,0.5131447812899825,NaN,NaN,0.11244814669421438,0.5130364104893139,0.2944157345210939,0.5079135282452142,0.07317543553908826,0.3520907420079148,0.08923973859039909,0.45114218773406806
0.0,0.805,0.5,0.27704065588823135,0.4387223067655861,0.030114823531018093,0.5062015480043138,0.1072589660018119,0.5026810602085958,NaN,NaN,0.11744699790578872,0.4979097079792688,0.29399981233575656,0.5182483750476816,0.11143700256972836,0.4259797697476161,0.08935870834773821,0.497422635203031
0.0,0.81,0.5,0.21732182560584043,0.5019173755596974,0.03336989023475261,0.5305615179318182,0.10568692313924877,0.5117324630465695,NaN,NaN,0.11200007538315392,0.501524454255308,0.293637934071686,0.5032340931921457,0.10513131589401607,0.4258312685357085,0.09205253488122755,0.5348043805212892
0.0,0.815,0.5,0.040775202539642764,0.5121838265532687,0.030124050580577086,0.48113948948885327,0.11110835874689601,0.5043392706151933,NaN,NaN,0.11776300283617631,0.5246851258113934,0.29759609018194516,0.4877752275252154,0.13108961243219772,0.5165196676957343,0.09336715885957808,0.5178986934627375
0.0,0.82,0.5,0.07244583730153716,0.8878161734471196,0.02698815076182491,0.44084495642465854,0.10957158555159104,0.4868323995720775,NaN,NaN,0.11598261028513533,0.5015059893540548,0.2959710861422017,0.5089501229185587,0.11220058662670493,0.4137688616564299,0.09157366383038834,0.47573136509901615
0.0,0.825,0.5,0.1775586656063537,0.15000000000012137,0.035341438150376464,0.3827136772644652,0.11830550982729153,0.4929357618503235,NaN,NaN,0.10980690771183847,0.48369351566954255,0.29693243155969173,0.4954094716637505,0.11685777154991246,0.4775183444348857,0.10038683856781698,0.5385463556527379
0.0,0.83,0.5,0.08496570478809938,0.8554573020661996,0.030383927379530745,0.5289717106938703,0.11729773954979135,0.5009263899772576,NaN,NaN,0.11841563315851523,0.48950311195439883,0.2943605338750488,0.533962688962683,0.10152472484472981,0.4501988924335337,0.0916406095309698,0.485621270571313
0.0,0.835,0.5,0.16625128046211843,0.21689208989390024,0.032483269214789764,0.4297067448771125,0.1253795185294678,0.48748910460640066,NaN,NaN,0.12205929804386197,0.4804190190125211,0.2917443359453689,0.4935987043762389,0.1448396772757778,0.4731774209664671,0.09295631826059432,0.3977700396531082
0.0,0.84,0.5,0.12822555988499743,0.2675950903971218,0.03605309086722967,0.4852701985816008,0.125643037476722,0.48961821342890016,NaN,NaN,0.11626078229006045,0.4636434186414239,0.29087372371611425,0.5072421322053835,0.17943530032534338,0.3784684888152786,0.09322824992580739,0.46168135932707777
0.0,0.845,0.5,0.1693314699253197,0.28199110556266516,0.035375612503133744,0.40771178472426106,0.1259737397765501,0.4913041274203969,NaN,NaN,0.12158323675712773,0.45172701257261666,0.29630532355667183,0.45368299480655705,0.1333866379001682,0.4072409985016091,0.09209176339882821,0.42039622047038944
0.0,0.85,0.5,0.13028066962378035,0.3113669533028996,0.03376775536915932,0.44000793174433495,0.12454045739455498,0.48861476249835484,NaN,NaN,0.12968613877762028,0.4823264495478079,0.2935195156477982,0.48402292761423943,0.10202274019867574,0.43195590235356135,0.09538882604082113,0.4830433825148998
0.0,0.855,0.5,0.059135835051140694,0.27371171552453605,0.033132590524797834,0.47512973446663814,0.1337027900939681,0.4989596037623901,NaN,NaN,0.1339127339827675,0.5114007864198677,0.28820148202748436,0.5086213552120832,0.17218046879556778,0.46296601746202537,0.09069607492149545,0.4656057998773302
0.0,0.86,0.5,0.1460673099408423,0.5312508346057194,0.03182393832050253,0.502904030193924,0.12774237084996995,0.5101012867680609,NaN,NaN,0.12594354075051822,0.5107057375001248,0.29274529629859936,0.4839790539390241,0.13587093420237903,0.5025451051704541,0.09395372533763706,0.5225536495272766
0.0,0.865,0.5,0.29703353583296704,0.26417865358476983,0.03308081151802194,0.43667623522413346,0.1368500842805861,0.49075221698369753,NaN,NaN,0.13137832446867562,0.44424205940797123,0.2873689711130238,0.46992933369349693,0.12657766502768736,0.3613705405669403,0.0918958483950055,0.4439126932765206
0.0,0.87,0.5,0.1633778299849994,0.6258473574943925,0.03255545889582243,0.5697916861509414,0.1351369749558187,0.5164240173113595,NaN,NaN,0.1427630840848825,0.5509873340030395,0.2939625938069924,0.5463594639552465,0.15070400098351028,0.506850125353354,0.09362191538908136,0.5840032178249206
0.0,0.875,0.5,0.08636326487718873,0.48781617344667555,0.0342392758768745,0.4430142991434633,0.14168159894782262,0.4908911058676338,NaN,NaN,0.14028904599666595,0.4741526031997371,0.29361877305156364,0.44341511442494436,0.129702103687204,0.43063966297222145,0.09240766938745316,0.4556338344738725
0.0,0.88,0.5,0.17966560656155967,0.25789449755455357,0.039215925275603726,0.41173727957251594,0.1435348441110852,0.4743847661401643,NaN,NaN,0.14716490885042144,0.46368298608433334,0.2886774855029359,0.4430370508633248,0.14829661276406225,0.4753234199502897,0.09020332793975565,0.4202075443162931
0.0,0.885,0.5,0.12183782574755198,0.24480161188950217,0.03541217324184134,0.47108552250261665,0.15173790386474534,0.5006223796804764,NaN,NaN,0.14311031335463859,0.5003948039967241,0.293806312806625,0.5061908745007673,0.12155659648829946,0.44951959658379126,0.09330410661463708,0.5130580784581588
0.0,0.89,0.5,0.16011996002399334,0.9000000000000126,0.03916605652656517,0.47388114531763365,0.14884422809012474,0.5072386283925467,NaN,NaN,0.15151509539903735,0.4569568645420874,0.28865152622355106,0.4760294164283452,0.1367972391893169,0.5724479250797405,0.09832540634988532,0.503346893414504
0.0,0.895,0.5,0.24873495758232791,0.35515659648464615,0.03954973120653822,0.49704373988186495,0.162138493760631,0.5065039521403004,NaN,NaN,0.16810631267989526,0.4965481620546726,0.29357429851549005,0.5156303171081652,0.19386011805926268,0.36142472114793234,0.09422295296785088,0.4958345408797637
0.0,0.9,0.5,0.10270502433966718,0.8669681627676682,0.034318966484595974,0.5325116974622087,0.16067300050079775,0.5147000427311123,NaN,NaN,0.15394621363405026,0.4973136060472549,0.28822343553556873,0.5463270299072176,0.1775753029145401,0.4656246740866984,0.09329326746810725,0.5752244426836239
0.0,0.905,0.5,0.22383172696290812,0.7304373014716697,0.039313649580725835,0.5912975454331355,0.16253721867461055,0.5264735931159199,NaN,NaN,0.1740802819372564,0.5508441861691494,0.2910953434583913,0.55270975215378,0.19521926861942301,0.659701400518905,0.09094513251416181,0.5735432054056597
0.0,0.91,0.5,0.06551141091289597,0.3104968294146237,0.037388581947151646,0.43114582044520233,0.1671655604574915,0.4819045086243989,NaN,NaN,0.16037632519236195,0.5162237179025475,0.28981760271735535,0.44140134976110007,0.15875190880461781,0.551996674798253,0.09666398360398351,0.4150043558039392
0.0,0.915,0.5,0.1921578941943685,0.34885998861566003,0.04205230464367375,0.49594715158081665,0.17654333547438228,0.4913836742447713,NaN,NaN,0.18254799999364635,0.4874829271679932,0.2940498268434476,0.48435906631191045,0.19548603063875622,0.4862147076989568,0.09162396970203653,0.4970508231423458
0.0,0.92,0.5,0.36587270349982043,0.26218382655351585,0.039074528369081284,0.4060229378839747,0.17680790787376446,0.4762104516879542,NaN,NaN,0.1700120123554135,0.46397749853458004,0.2928984552347236,0.43778200236882725,0.20500925533899,0.380365627440479,0.09751321925982745,0.4042629955594125
0.0,0.925,0.5,0.2356797228647862,0.8314253598864239,0.0350047352393659,0.5453633767420556,0.18459692505111722,0.519171254521553,NaN,NaN,0.17442723156061335,0.5228924433498054,0.2893360423651672,0.5426954353654525,0.1799450618484782,0.5709820937523176,0.09440067474980637,0.5223599431717633
0.0,0.93,0.5,0.23791200869368914,0.059439080290625154,0.03423771762965595,0.5634862339050097,0.1947736120810776,0.5156443517670556,NaN,NaN,0.1731382169351083,0.5039256962369788,0.2859575011979419,0.5078991165234852,0.16145154175419263,0.5331647420078086,0.0929947925826422,0.5239602270380963
0.0,0.935,0.5,0.2781216819128572,0.5467163061422292,0.0456063450733892,0.5775011979611155,0.19561686807045442,0.5181315294815493,NaN,NaN,0.17877017169850998,0.5743403511247432,0.29006208285073437,0.5896427080692584,0.18857945861752637,0.6133342675069378,0.09807387531099838,0.5840523887042209
