input_amplitude,input_period,input_duty_cycle,phase_coherence,mean_phase,phase_coherence_population,collective_phase
0.0,0.75,0.5,0.046398129321127066,0.7845732897696284,NaN,NaN
0.0,0.755,0.5,0.11111572532041598,0.5694755454790432,NaN,NaN
0.0,0.76,0.5,0.01958100013994654,0.9569163648810588,NaN,NaN
0.0,0.765,0.5,0.09292595524166133,0.5303480414036295,NaN,NaN
0.0,0.77,0.5,0.050315686156634475,0.3917149947061207,0.7069853004571268,0.6147373568596368
0.0,0.775,0.5,0.0345869024019697,0.10000000000002855,NaN,NaN
0.0,0.78,0.5,0.040978575313065924,0.8467571163228927,NaN,NaN
0.0,0.785,0.5,0.045286768523603124,0.3036525589252163,NaN,NaN
0.0,0.79,0.5,0.04181959879434603,0.21361529332220064,NaN,NaN
0.0,0.795,0.5,0.045301220158052456,0.10579523413629166,NaN,NaN
0.0,0.8,0.5,0.13254810699867986,0.7411754915543003,NaN,NaN
0.0,0.805,0.5,0.022371164985445596,0.6671705951756463,NaN,NaN
0.0,0.81,0.5,0.054119188628033325,0.5789916650011239,NaN,NaN
0.0,0.815,0.5,0.0605160608461507,0.5199562024947955,NaN,NaN
0.0,0.82,0.5,0.05113717434270945,0.9321044320300574,NaN,NaN
0.0,0.825,0.5,0.20488462305398988,0.5440643790065547,NaN,NaN
0.0,0.83,0.5,0.04694214786071586,0.7803480414031989,NaN,NaN
0.0,0.835,0.5,0.08385675752663288,0.7177917698961757,NaN,NaN
0.0,0.84,0.5,0.09086124914166634,0.024677801909493226,NaN,NaN
0.0,0.845,0.5,0.0699971202552199,0.7935595208331089,NaN,NaN
0.0,0.85,0.5,0.1466187515786885,0.5500000000001858,NaN,NaN
0.0,0.855,0.5,0.015590449438831028,0.9000000000003892,NaN,NaN
0.0,0.86,0.5,0.06269861475742214,0.14171499470512539,NaN,NaN
0.0,0.865,0.5,0.08751205312691158,0.7078554065358982,0.7144601568472723,0.8267706952799678
0.0,0.87,0.5,0.07380258867646329,0.6630812671789663,0.7174418974268224,0.3925565317789863
0.0,0.875,0.5,0.06604220362244537,0.7999999999999966,NaN,NaN
0.0,0.88,0.5,0.08795799736249453,0.114003561212573,0.7328313291931876,0.9939557492029478
0.0,0.885,0.5,0.06539842489237765,0.6184593664106197,NaN,NaN
0.0,0.89,0.5,0.14082820711307661,0.6967994881700061,NaN,NaN
0.0,0.895,0.5,0.10951860487189602,0.4892179972412915,0.7419359798111825,0.04614099923515807
0.0,0.9,0.5,0.06498360560063067,0.6043762078505555,NaN,NaN
0.0,0.905,0.5,0.05364603184888411,0.5499999999999866,NaN,NaN
0.0,0.91,0.5,0.17849647149738282,0.5465939708016451,0.6245204259519898,0.5612464502996564
0.0,0.915,0.5,0.18866898971799176,0.9663208744004333,0.6892545673662361,0.9573086545889785
0.0,0.92,0.5,0.1435288583746806,0.3545064629015499,0.8057571727854925,0.3612530768580801
0.0,0.925,0.5,0.04536914384794235,0.6582850052940226,0.7771929498033598,0.4178130352103505
0.0,0.93,0.5,0.2288431652235046,0.47732599109911256,NaN,NaN
0.0,0.935,0.5,0.07971563949068038,0.36444792605798493,0.51917535907473,0.4249607392780443
0.0,0.94,0.5,0.10780698443748801,0.24629215350808437,NaN,NaN
0.0,0.945,0.5,0.3312456753353541,0.80138896069043,NaN,NaN
0.0,0.95,0.5,0.1145672705733256,0.6295640880689591,0.6306541626387779,0.6027224146022174
0.0,0.955,0.5,0.08685215618860151,0.5445426979333449,0.6621822464355028,0.5064548921444378
0.0,0.96,0.5,0.07841525046876767,0.4999999999999974,0.8202885908939445,0.41319976002955316
0.0,0.965,0.5,0.10428442864342195,0.7140035612124925,0.5730767369016637,0.791995939455004
0.0,0.97,0.5,0.3609752068720894,0.9187830250313002,0.6799276964424561,0.8744411118163105
0.0,0.975,0.5,0.4619667008173526,0.5818514191941488,0.6346741301222878,0.6213436025176983
0.0,0.98,0.5,0.3161251972254569,0.6219194715447307,0.6835298255881387,0.6381492178954586
0.0,0.985,0.5,0.18528093473399307,0.8691465795389838,0.6869096197017,0.7442553474082867
0.0,0.99,0.5,0.23891638002433993,0.12067892660231677,NaN,NaN
0.0,0.995,0.5,0.27700333895425283,0.021622906844054938,0.6654059869669054,0.8914422810077052
0.0,1.0,0.5,0.26939879672721795,0.8317789959065894,0.6928428819331862,0.7992247235922847
0.0,1.005,0.5,0.5911075561149636,0.5490850039459899,0.6833721790373971,0.5352676029202631
0.0,1.01,0.5,0.4831532751593513,0.40000000000013286,0.6095973540909244,0.37864434759227505
0.0,1.015,0.5,0.07931541185656586,0.36127769323453784,0.675147726809235,0.15917882827508423
0.0,1.02,0.5,0.4900626930290086,0.9260365035210808,0.846714226164026,0.894854744585129
0.0,1.025,0.5,0.3663938792096201,0.0431950596772635,0.6051639748535748,0.058602760940277235
0.0,1.03,0.5,0.5181498946279365,0.6836992336174906,0.6025384177564023,0.6923253150973497
0.0,1.035,0.5,0.3228560262370771,0.19147612519045495,0.6662674705159772,0.17556620372986248
0.0,1.04,0.5,0.44463632253660007,0.37772572276572214,0.6291923365868625,0.3977923223110913
0.0,1.045,0.5,0.19948525380692708,0.4609661168770973,0.6554140416497617,0.5768564100533471
0.0,1.05,0.5,0.011273353565919783,0.727034170688441,0.7145712534341585,0.37802153662458476
0.0,1.055,0.5,0.22269031536895456,0.19999999999989013,0.6143624564427046,0.1355233538089119
0.0,1.06,0.5,0.3141730277765616,0.7789916650011,0.5565399191727662,0.6871884066659116
0.0,1.065,0.5,0.4635048932852759,0.2207712521559152,0.8157018318160852,0.2315368329916528
0.0,1.07,0.5,0.32266229344409686,0.31289982139197137,0.5381126259502482,0.3561336912809877
0.0,1.075,0.5,0.18452947993122393,0.930348041403543,0.4350742095947511,0.1444486845111129
0.0,1.08,0.5,0.4658811525478892,0.8262410320328409,0.5169688686851213,0.7943972757621771
0.0,1.085,0.5,0.25117580425641906,0.36140142102606504,0.615413578467448,0.5083792610596467
0.0,1.09,0.5,0.06169443828892543,0.7516337034654285,0.6755956726439922,0.5022233686542965
0.0,1.095,0.5,0.2974440580856541,0.5901154378671222,0.6587330583475061,0.5184213864238814
0.0,1.1,0.5,0.1570364847231148,0.6357452352896081,0.6019491647790224,0.5153310501959096
0.0,1.105,0.5,0.2898646302212511,0.6017315560824334,0.4631325221964626,0.5663594218173629
0.0,1.11,0.5,0.22537777461555555,0.8905609197091272,0.446957379183102,0.643208067698471
0.0,1.115,0.5,0.23191871363538735,0.5847986298246699,0.6427540545126319,0.511102965228337
0.0,1.12,0.5,0.07493269383471794,0.1594390802905946,0.44459901083661046,0.575543695588353
0.0,1.125,0.5,0.05467769788767149,0.3499999999999963,0.6790872509086612,0.3246502517438396
0.0,1.13,0.5,0.12593884941472086,0.32396349647891937,0.6141826343330754,0.3254721715085397
0.0,1.135,0.5,0.2246798016542483,0.531540633589557,0.8044537069779953,0.5137637107511988
0.0,1.14,0.5,0.33104495733503875,0.4108950553190048,0.5032351416095024,0.43303686587289475
0.0,1.145,0.5,0.10334799750230751,0.5299607669106158,0.6246740788441162,0.5636025928739139
0.0,1.15,0.5,0.15566157143668008,0.6378161734465098,0.7690275860288283,0.6532869560180519
0.0,1.155,0.5,0.23387363534326122,0.3469053490935129,0.8092792632904795,0.33990031598636483
0.0,1.16,0.5,0.26236924557165464,0.3032428836771165,0.570417691750839,0.4150536259406617
0.0,1.165,0.5,0.2528005699896035,0.3797636240112821,0.6283945208891084,0.36872604201693204
0.0,1.17,0.5,0.17880335558380686,0.47436765310669204,0.7621548852384724,0.43483770553092455
0.0,1.175,0.5,0.08436894608682503,0.466320874400412,0.744566093273249,0.5909624121257421
0.0,1.18,0.5,0.19178986575313248,0.5640035612122734,0.8043684752769368,0.5266425000311244
0.0,1.185,0.5,0.14902891801832327,0.6824202025420188,0.719062160651352,0.6208764551555156
0.0,1.19,0.5,0.15128270897201113,0.43034804140337957,0.6241477347795364,0.3666758678304955
0.0,1.195,0.5,0.16173686570750798,0.5765180454225389,0.6992354582968213,0.6554988960706631
0.0,1.2,0.5,0.24061274592987214,0.537816173446762,0.6871207708228227,0.5619309327661054
0.0,1.205,0.5,0.1303369189051447,0.45943908029081904,0.6278748769123931,0.4776411112919278
0.0,1.21,0.5,0.14483245902320838,0.4532428836770161,0.6860676704529465,0.4464191037730591
0.0,1.215,0.5,0.16005743164321065,0.6469903731826908,0.5447367364682327,0.5878385993589281
0.0,1.22,0.5,0.25005367676389734,0.47848459293582507,0.8252223851514093,0.46870740809930966
0.0,1.225,0.5,0.23249324923749332,0.5167244201800072,0.45027031382735233,0.4506947012927724
0.0,1.23,0.5,0.15862349584083585,0.53407331274278,0.805203400824774,0.43524651495538824
0.0,1.235,0.5,0.18464049324683235,0.5758201913211775,0.5330021735198043,0.5227685209109649
0.0,1.24,0.5,0.09108172338345052,0.4899339920798346,0.6643313040758473,0.45025903406572293
0.0,1.245,0.5,0.1399689405676666,0.6171705951759464,0.8132630874990747,0.6418741694545876
0.0,1.25,0.5,0.3121591813865028,0.6487901642787004,0.563080146858431,0.5104308783777759
0.0008,0.75,0.5,0.10078232051222438,0.5611795401011004,NaN,NaN
0.0008,0.755,0.5,0.07484179080929915,0.6451722329688155,NaN,NaN
0.0008,0.76,0.5,0.10399969536626928,0.48950317058565695,NaN,NaN
0.0008,0.765,0.5,0.09732059810244695,0.9198232963018163,NaN,NaN
0.0008,0.77,0.5,0.10582284932309921,0.6184593664103906,0.7217376942978894,0.5375077412321175
0.0008,0.775,0.5,0.040898014331806336,0.3487112287654494,NaN,NaN
0.0008,0.78,0.5,0.12945803881850018,0.5968407671714334,NaN,NaN
0.0008,0.785,0.5,0.10807705792393124,0.4933856824596227,NaN,NaN
0.0008,0.79,0.5,0.06301139990107472,0.5086684982168646,NaN,NaN
0.0008,0.795,0.5,0.0432605994322323,0.5935595208331478,NaN,NaN
0.0008,0.8,0.5,0.0709610646500139,0.22703417068790135,NaN,NaN
0.0008,0.805,0.5,0.10060607937361249,0.41127769323400276,NaN,NaN
0.0008,0.81,0.5,0.09749652716379259,0.4146808240178298,NaN,NaN
0.0008,0.815,0.5,0.09436864894599771,0.9409108243531993,NaN,NaN
0.0008,0.82,0.5,0.04326059943229468,0.606440479167101,NaN,NaN
0.0008,0.825,0.5,0.004721359549962803,0.5999999999965835,NaN,NaN
0.0008,0.83,0.5,0.056271667542748,0.8671705951756304,NaN,NaN
0.0008,0.835,0.5,0.06503185863446093,0.61078200275846,NaN,NaN
0.0008,0.84,0.5,0.08017631737656968,0.6545064629013321,0.6520229914436143,0.6254586362944895
0.0008,0.845,0.5,0.15742909821347328,0.5427115398796437,NaN,NaN
0.0008,0.85,0.5,0.019692728025101084,0.32296582931214707,NaN,NaN
0.0008,0.855,0.5,0.017100627409196458,0.47296582931181846,NaN,NaN
0.0008,0.86,0.5,0.024721359549905005,0.6000000000001504,0.6616769828857861,0.045024081563556896
0.0008,0.865,0.5,0.06074462999963917,0.4169681627683644,NaN,NaN
0.0008,0.87,0.5,0.14742159704757987,0.6970625582366138,0.5904196999347622,0.5805101849757595
0.0008,0.875,0.5,0.144987233140867,0.2899339920798996,NaN,NaN
0.0008,0.88,0.5,0.012030852977473059,0.6378161734467698,NaN,NaN
0.0008,0.885,0.5,0.0629943640174237,0.5378161734468678,NaN,NaN
0.0008,0.89,0.5,0.16239834042761014,0.602666517581792,0.6919765866754936,0.4956990237101084
0.0008,0.895,0.5,0.06740822831512867,0.44648467166373695,0.7942681683001085,0.6403036646290172
0.0008,0.9,0.5,0.07481114387256774,0.0939741643103525,0.7253082322367562,0.9322382447015133
0.0008,0.905,0.5,0.07812535447669883,0.42703417068800575,0.6391305746232369,0.635401641408518
0.0008,0.91,0.5,0.17574130398117324,0.15943908029097262,0.7378007752318053,0.03892008997581932
0.0008,0.915,0.5,0.03215337330053221,0.7378161734470258,NaN,NaN
0.0008,0.92,0.5,0.12626021062281637,0.5943386681497494,0.592072821063401,0.6206265158546753
0.0008,0.925,0.5,0.15618897188634825,0.14171499470575488,0.604490358116778,0.961114620838782
0.0008,0.93,0.5,0.07342685454238003,0.6378161734466156,0.7489502461288927,0.6934951248780132
0.0008,0.935,0.5,0.1964538536883301,0.62872699779974,0.8296302725555036,0.5814083772553211
0.0008,0.94,0.5,0.10567551013029765,0.658285005294113,0.8336563583967507,0.8104885774706919
0.0008,0.945,0.5,0.11012987895522278,0.4780562099934633,0.6301254079279875,0.4718466065532729
0.0008,0.95,0.5,0.12372704232767633,0.6582850052944824,0.7046548241606869,0.738087335781931
0.0008,0.955,0.5,0.0049180828645498985,0.10000000001232703,0.6549614472041642,0.9354973173087004
0.0008,0.96,0.5,0.10440071131221948,0.36149541962269655,0.6776502851224531,0.42563610915046984
0.0008,0.965,0.5,0.22745420191200874,0.8524813634205051,0.7635151485928731,0.8009081068051116
0.0008,0.97,0.5,0.22448177740284284,0.4295311681526131,0.6747147009165991,0.40794874644162976
0.0008,0.975,0.5,0.10995740549967649,0.9069163648812888,NaN,NaN
0.0008,0.98,0.5,0.4467611280140666,0.20517740799422435,0.5310378559648476,0.18957449599582266
0.0008,0.985,0.5,0.34021189245657335,0.7322345486781263,NaN,NaN
0.0008,0.99,0.5,0.12588485811680925,0.09610117874080512,0.6403331080338334,0.47230837102235224
0.0008,0.995,0.5,0.2971683531162507,0.3859080298822914,0.5685610690028237,0.37971108461721204
