input_amplitude,input_period,input_duty_cycle,phase_coherence,mean_phase,phase_coherence_population,collective_phase,winding_number
0.0,0.75,0.5,0.0394978444904685,0.6537078464919727,0.096179524492461,0.07766173373878721,1.3429162244402395
0.0,0.755,0.5,0.03533387856358317,0.462899821392281,0.11558476302914934,0.7196029436395726,1.3303502418862758
0.0,0.76,0.5,0.04099573696740658,0.5892179972413498,0.07842720027952438,0.7793582693295362,1.3067422925035022
0.0,0.765,0.5,0.007795224719347297,0.20000000000061,0.11038275152986594,0.8882211708206728,1.30116297398779
0.0,0.77,0.5,0.04447955279209807,0.34171499470595534,0.12365726704223692,0.3559632618595691,1.30650328103895
0.0,0.775,0.5,0.0480233084799287,0.46218382655300205,0.10143588348221476,0.24301569404514517,1.2753801118576755
0.0,0.78,0.5,0.02630201641510215,0.8445426979335195,0.07988263262154964,0.0006827938257118901,1.2721409096808804
0.0,0.785,0.5,0.012612938545895486,0.49999999999990585,0.05991711863682001,0.7938591223566175,1.264933745776039
0.0,0.79,0.5,0.03149718200869669,0.937816173446754,0.07183039375536328,0.6790124418994676,1.2563351203022985
0.0,0.795,0.5,0.020408163265354953,0.4000000000005066,0.06137428376489716,0.6626616764639466,1.247314163793469
0.0,0.8,0.5,0.0276693963771248,0.32703417068769025,0.12994070627529222,0.9397445062092349,1.2554718408921661
0.0,0.805,0.5,0.027104714818492984,0.9270341706878769,0.15729405666441082,0.09015516069855048,1.2460026570622897
0.0,0.81,0.5,0.02709737276961328,0.5999999999999602,0.10538730522730168,0.19011615624245665,1.2269780885281696
0.0,0.815,0.5,0.012612938545892531,0.2000000000000973,0.08660998799781888,0.9777867940114786,1.2190738950686588
0.0,0.82,0.5,0.02040816326529881,0.7999999999998886,0.08248940202533149,0.8477121630739495,1.2101226922230202
0.0,0.825,0.5,0.014827398530746981,0.7500000000005556,0.05955663470483737,0.6631961625590657,1.2022510621799898
0.0,0.83,0.5,0.02710471481846177,0.07296582931150779,0.11183558245819278,0.9629252052878772,1.195982461440273
0.0,0.835,0.5,0.04385634983158503,0.5729658293120722,0.07436439127538393,0.9432381823611281,1.1885129304243296
0.0,0.84,0.5,0.012612938545900051,1.5344388897485462e-13,0.07925596459104102,0.1727774174056313,1.2009934653139536
0.0,0.845,0.5,0.05896343312827736,0.9751641682929016,0.05424161853651728,0.7672938743071089,1.1733057107135287
0.0,0.85,0.5,0.03962735484564682,0.05000000000043066,0.0686383348423672,0.11946153096782416,1.178989265595678
0.0,0.855,0.5,0.020408163265271482,0.40000000000001723,0.10065655752323982,0.12734802928532793,1.1610296118565497
