input_amplitude,input_period,input_duty_cycle,phase_coherence,mean_phase,phase_coherence_population,collective_phase,winding_number
0.0,0.75,0.5,0.023058438921409415,0.5184593664104733,0.19741109860521808,0.592271440218302,1.26627157041249
0.0,0.755,0.5,0.07448312969464298,0.5422971643674267,0.2263728847802619,0.613507335626722,1.2929724882632507
0.0,0.76,0.5,0.10036769410077905,0.25140182379489434,0.2246998110451885,0.684097632922928,1.3039592921426695
0.0,0.765,0.5,0.06991617805014708,0.6320209393112869,0.27102018027746916,0.6591400321744576,1.2912839094219664
0.0,0.77,0.5,0.034232655645310334,0.3878161734463526,0.08728544631180772,0.743928112754543,1.2736759056236915
0.0,0.775,0.5,0.06180339887498229,0.5999999999996866,0.11740493775581,0.7665795621963769,1.2755490694206024
0.0,0.78,0.5,0.05695629256106544,0.21995620249467196,0.14567140018332173,0.7537288081044717,1.2942575762737512
0.0,0.785,0.5,0.058072699162540604,0.5069163648814112,0.22112819459443872,0.6354116186962333,1.255579424162669
0.0,0.79,0.5,0.10917185025163854,0.34871122876572874,0.21075173703891814,0.6835057827940916,1.2280564248934236
0.0,0.795,0.5,0.07307051620462401,0.6223894632166166,0.18309000351176266,0.6479462618927525,1.2530949434998127
0.0,0.8,0.5,0.026562620522138945,0.7270341706877606,0.17058717645036278,0.6922638161546324,1.2953442319262145
0.0,0.805,0.5,0.10409643595001764,0.24776926526365367,0.2139051761290131,0.7337417237639248,1.2363136264454502
0.0,0.81,0.5,0.0636209218831973,0.5710083349987074,0.22423765242168886,0.7190459212691813,1.221570703339347
0.0,0.815,0.5,0.05825150431290288,0.4954935370986662,0.2910580129698659,0.6716036216815207,1.2305541661217396
0.0,0.82,0.5,0.011790235917984402,0.7378161734464944,0.27643650756093874,0.671289094996677,1.2168688613258778
0.0,0.825,0.5,0.09499617741560061,0.48064319296388613,0.2460805953004841,0.6817261856152108,1.224130602249838
0.0,0.83,0.5,0.09145453527579395,0.18249147275418698,0.26015529817889566,0.7016611850370618,1.189549004352353
0.0,0.835,0.5,0.07783546244158329,0.5451722329683971,0.26473179295458016,0.6926635709792022,1.2080463813059656
0.0,0.84,0.5,0.062209076569423774,0.30724729867020867,0.2642762394695198,0.7055220217653355,1.1967147343168743
0.0,0.845,0.5,0.12874684159074762,0.21485034413477486,0.27790598442769565,0.6833072836321459,1.225273380215004
0.0,0.85,0.5,0.018343271587071233,0.26218382655427597,0.27506985334122036,0.6813896695136181,1.1632918803494539
0.0,0.855,0.5,0.07481114387250787,0.30602583568925784,0.2834154605033641,0.6873567180282428,1.1875519126375715
