input_amplitude,input_period,input_duty_cycle,phase_coherence,mean_phase,phase_coherence_population,collective_phase,winding_number
0.0,0.75,0.5,0.037125865484896825,0.335996438787591,0.061422783395654164,0.5681157803403549,1.3216453020005996
0.0,0.755,0.5,0.04221403017988577,0.023963496478940537,0.07723872154180328,0.4898574314267088,1.3152212615775785
0.0,0.76,0.5,0.015123403000178653,0.08154063358947425,0.07911953908774974,0.8032603585675215,1.303334272927203
0.0,0.765,0.5,0.053622646358678826,0.38154063358977175,0.08990644478568788,0.492690101639617,1.2746209016885897
0.0,0.77,0.5,0.043494782072106386,0.016460038682700535,0.0657242014396585,0.76357749656522,1.2825992218269924
0.0,0.775,0.5,0.01946632903120461,0.43781617344673196,0.07606286851757095,0.05349684787973717,1.2812437943809558
0.0,0.78,0.5,0.04847325401959652,0.4999999999999819,0.08455836442771117,0.10831988365804929,1.2472309803430073
0.0,0.785,0.5,0.022884042241641447,0.98781617344689,0.06808920840145606,0.6610068335409738,1.264341957858893
0.0,0.79,0.5,0.04861155125001138,0.2756323468933571,0.0685590334820518,0.8216812600122749,1.256782137972534
0.0,0.795,0.5,0.04385634983170255,0.7270341706883126,0.07288212870241265,0.526715510664444,1.2441653154177872
0.0,0.8,0.5,0.03302110181121077,0.49999999999984973,0.06626301805350542,0.739518745343198,1.2142919701546904
0.0,0.805,0.5,0.012612938545884233,0.29999999999960686,0.09347950825407081,0.8627777445090127,1.2348292303264594
0.0,0.81,0.5,0.03640374872870268,0.8603279934176059,0.0995776133036944,0.27639870582118886,1.2497299951829868
0.0,0.815,0.5,0.05632813510265124,0.321008334998894,0.06939975381132141,0.9273191066503473,1.212862342189285
0.0,0.82,0.5,0.08971758624515715,0.6569163648815061,0.078857649724256,0.30465054789149215,1.2105053189999953
0.0,0.825,0.5,0.03881863331814279,0.3499999999999825,0.0671141190718457,0.9215220217875777,1.2025055658216668
0.0,0.83,0.5,0.05342926507656226,0.09999999999984292,0.08040538824040812,0.008039832157795117,1.193649999041511
0.0,0.835,0.5,0.06444211669780149,0.5405609197091877,0.07155748240889052,0.8597417127626844,1.1869990838137263
0.0,0.84,0.5,0.020000000000010863,0.40000000000010594,0.0794127734360714,0.510920741298917,1.179645821789501
0.0,0.845,0.5,0.016751635013177325,0.927034170688087,0.06828546722290402,0.8184302368271996,1.173521688207376
0.0,0.85,0.5,0.05153375680082149,0.5085748042778664,0.06237803526112585,0.9984687803758462,1.1846492455976336
0.0,0.855,0.5,0.007795224719375367,0.19999999999892398,0.08626321321310784,0.20369266348367196,1.1581967282539518
0.0,0.86,0.5,0.07249361657035851,0.08993399207974492,0.07218128194237808,0.9993134638574952,1.151491387255429
0.0,0.865,0.5,0.04092478567526697,0.47100833499872086,0.061697776433273066,0.834519908907323,1.145023231253044
0.0,0.87,0.5,0.03302110181126632,0.5999999999999568,0.06998986287696306,0.7860424698897133,1.138294095200729
0.0,0.875,0.5,0.05258546612323386,0.8454935370985432,0.07031855791578856,0.7929805152629725,1.1309900909847597
0.0,0.88,0.5,0.06280986810565445,0.5500000000001284,0.06498673695896831,0.6288258332611799,1.1263191550531189
0.0,0.885,0.5,0.03481270201627046,0.4789916650013416,0.07254788780294612,0.7583203428371544,1.117636133175799
0.0,0.89,0.5,0.07865514216828022,2.9674213713749757e-13,0.06143793920806682,0.713871337948923,1.1138537985330599
0.0,0.895,0.5,0.08680110289310095,0.5499999999998666,0.06875046732936324,0.711115070355788,1.1102757590585661
0.0,0.9,0.5,0.0509635110398556,0.06218382655316853,0.07163358280903857,0.7196511563091872,1.1014055332780903
0.0,0.905,0.5,0.07026487035451044,0.14454269793359475,0.06690509749796673,0.045256760136984715,1.0958767968136418
0.0,0.91,0.5,0.1036573462399498,0.7184593664105828,0.07287929089152717,0.5801236840607044,1.088161309345331
0.0,0.915,0.5,0.05856847029971351,0.5671705951759916,0.06367053487322835,0.9198987875036946,1.0844505818341836
0.0,0.92,0.5,0.01261293854587178,0.09999999999919845,0.08620137408590607,0.14256797547591527,1.0781530576273233
0.0,0.925,0.5,0.04536914384804674,0.9417149947058686,0.056473105133009564,0.20080169619003074,1.0685785291899437
0.0,0.93,0.5,0.12293372076690028,0.3281105138104508,0.08107255504267916,0.21152325637939323,1.070773954523717
0.0,0.935,0.5,0.02151543308633671,0.22100833499894953,0.07340111936255385,0.33298592352611595,1.0583196028673354
0.0,0.94,0.5,0.04563404035710761,0.10000000000013744,0.06728869849490762,0.1446737538159815,1.0538116534357147
0.0,0.945,0.5,0.18190858393918558,0.5657737126718725,0.08158310090048916,0.5492622307206456,1.0480740918592788
0.0,0.95,0.5,0.051556231300820515,0.9770341706886465,0.06919468540974817,0.13342455344304038,1.0440280052944164
0.0,0.955,0.5,0.08260130909735632,0.09454269793384881,0.0709559697948523,0.06606217108283507,1.0395264744062953
0.0,0.96,0.5,0.15459364316483723,0.7858299625882804,0.06818694844437086,0.8342657930165969,1.032568537420957
0.0,0.965,0.5,0.2504024584642609,0.39702690374702404,0.07945447780279852,0.3591737943014837,1.0268355810280605
0.0,0.97,0.5,0.08566090171592992,0.030996048765689642,0.08542243732449405,0.9443405942300087,1.0213675457915528
0.0,0.975,0.5,0.23053990500728652,0.10828500529419186,0.08448028287809503,0.07326418137619024,1.0194183303618152
0.0,0.98,0.5,0.511684834482236,0.7129693338311606,0.08535091289677943,0.7037974183082166,1.0112299798089037
