input_amplitude,input_period,input_duty_cycle,phase_coherence,mean_phase,phase_coherence_population,collective_phase,winding_number
0.0,0.75,0.5,0.05636853963874425,0.7707989586804093,0.28093072776030853,0.6026496507998753,1.2885295313103293
0.0,0.755,0.5,0.04000000000006002,0.6000000000000787,0.2953043465821314,0.6064137118504389,1.3276033834916567
0.0,0.76,0.5,0.07591490267362667,0.6088855898820453,0.2638585173418957,0.6865074263073833,1.3270581859879527
0.0,0.765,0.5,0.04580703867801909,0.5756323468936501,0.29855024418957404,0.6459354538854937,1.3396413020885287
0.0,0.77,0.5,0.028865410882354055,0.07563234689385188,0.2370409541644906,0.7223552007022938,1.296475544469045
0.0,0.775,0.5,0.0028057314182221085,0.19999999999955906,0.19242334849139775,0.7876416230880905,1.2753567230819094
0.0,0.78,0.5,0.047921891355057776,0.5435595208330115,0.19940997697437907,0.7725255012160042,1.3110260591055094
0.0,0.785,0.5,0.05649536205004196,0.34372446014291974,0.2882230111317006,0.6252067116145908,1.2839996800000337
0.0,0.79,0.5,0.03823201963960569,0.45223073473589104,0.24110565573674594,0.6929351448799271,1.2539476794112308
0.0,0.795,0.5,0.09826801929858223,0.5859964387878756,0.24343359837841397,0.6575922388156211,1.2444635933092079
0.0,0.8,0.5,0.03637320178665919,0.6043762078505961,0.20292107232462897,0.714018298593238,1.1845885634381037
0.0,0.805,0.5,0.04390744862772958,0.18993399207966732,0.18502112807372084,0.7463236644350794,1.2011564404117379
0.0,0.81,0.5,0.07670601600024333,0.8145151198268797,0.20443822880215426,0.7433491985063665,1.2684963925488058
0.0,0.815,0.5,0.019466329031227088,0.33781617344663034,0.24855420125682023,0.6445538161648501,1.2331333575220897
0.0,0.82,0.5,0.04304651826245817,0.4899339920799693,0.23202083707689136,0.6355309529518472,1.1785206950037475
0.0,0.825,0.5,0.10991201230749133,0.974835831707291,0.21592906584977334,0.6776379747707333,1.242670244457042
0.0,0.83,0.5,0.026201790406328588,0.39355952083325535,0.18990547201513264,0.7026193004625216,1.2328575407213052
0.0,0.835,0.5,0.08081147918768847,0.5621838265532715,0.18830419965770398,0.684164376199361,1.2042056551989648
0.0,0.84,0.5,0.015590449438797135,0.49999999999960715,0.17225868332104377,0.7216988807337514,1.201151542021297
0.0,0.845,0.5,0.05454237476563055,0.3000000000000336,0.19661467823492468,0.6519004860768728,1.2136882643987694
0.0,0.85,0.5,0.016747097377419622,0.40000000000030733,0.17939239960109818,0.6497489262188902,1.11420070066309
0.0,0.855,0.5,0.11717719559921443,0.6259501191066258,0.16107896399623498,0.678824101862552,1.163083064911881
0.0,0.86,0.5,0.050097421603069445,0.28599643878754644,0.14678835080622696,0.6938874262169257,1.16795850451566
0.0,0.865,0.5,0.10365734623998513,0.3815406335892826,0.13921306643168022,0.68622976001475,1.1169830681808754
0.0,0.87,0.5,0.12389301918399266,0.553094650906272,0.11798966395067176,0.705740481457307,1.1617460332209675
0.0,0.875,0.5,0.051533756800771005,0.2545064629014592,0.13886078725980186,0.6648655786096679,1.1689931416405153
0.0,0.88,0.5,0.02399123478747159,0.6500000000001774,0.11104427417989841,0.6603496497544288,1.1429259332862285
0.0,0.885,0.5,0.12657918958499179,0.5667061772704415,0.10204262333878168,0.6876285990305664,1.0737132209279825
0.0,0.89,0.5,0.07763726663639707,0.15000000000028135,0.09792455440555739,0.6855456623051183,1.127456212230576
0.0,0.895,0.5,0.10340669935831014,0.5537078464917622,0.08909318255324061,0.6969295454299721,1.122885413461205
0.0,0.9,0.5,0.04570738391120276,0.8096691148006295,0.08580038578386644,0.7078747968706631,1.1149715695333515
0.0,0.905,0.5,0.1171771955992366,0.32595011910648714,0.08528073677620238,0.7070656411723284,1.1107182815523424
0.0,0.91,0.5,0.07181228135299149,0.283539961317183,0.07408824097403242,0.6770689501493727,1.1012422907046082
0.0,0.915,0.5,0.06354463783439979,0.374226499857148,0.07670000117969367,0.7128579509710529,1.09902483059797
0.0,0.92,0.5,0.08140230269395833,0.41451511982734196,0.05469652760005885,0.681210939602447,1.093418062928529
0.0,0.925,0.5,0.07042984007113368,0.26218382655342626,0.05066608379522959,0.7036752317966029,1.0842353130559668
0.0,0.93,0.5,0.07965320337319273,0.46592668725690917,0.06451302405539525,0.6882807598641077,1.0592775875499585
0.0,0.935,0.5,0.05890250276095181,0.560327993417585,0.036588739187813066,0.7300088431573253,1.0564153694492324
0.0,0.94,0.5,0.08280368344850514,0.2548277670314868,0.04165850950379048,0.7012928512628986,1.0917786225775237
0.0,0.945,0.5,0.12185651882324851,0.668459366410751,0.04460061506883962,0.6803591852738882,1.0376499169125468
0.0,0.95,0.5,0.037798557275052824,0.5878161734460096,0.03956931292294378,0.6767922013775989,1.0178938436184102
0.0,0.955,0.5,0.1439166109505145,0.26498810378874893,0.030586990129826193,0.6610634251889788,1.0558773488725335
0.0,0.96,0.5,0.0395935830800511,0.918459366410065,0.03686198688748694,0.7147225122577321,1.0444663492114281
0.0,0.965,0.5,0.23771325906467036,0.4350118962111233,0.0423844710745055,0.6748534249828751,1.0226040766873061
0.0,0.97,0.5,0.09693835853560374,0.7878161734467528,0.04120072159279989,0.7045953040591253,1.0371636313340753
0.0,0.975,0.5,0.216620546692577,0.26789556797045355,0.035507250210968164,0.48815237535783174,0.9719650027406359
0.0,0.98,0.5,0.3539436887569663,0.8289916650013192,0.03489655808360141,0.8110403475969009,0.9823861282336039
0.0,0.985,0.5,0.6228874734031694,0.4073033334244391,0.026636367333620334,0.5191728099940948,0.9800657985720752
0.0,0.99,0.5,0.7487498703594586,0.028548336176934343,0.029413709334691868,0.9250154714165916,1.0196701541870568
0.0,0.995,0.5,0.7289135682142139,0.5870068946422375,0.032321031754710086,0.6253392446833409,1.0106189047917236
0.0,1.0,0.5,0.6035767804568098,0.2327257927652255,0.032484592657783494,0.2469398721803417,1.0059721972624287
0.0,1.005,0.5,0.8136621196981907,0.7438717931497028,0.04833855876001258,0.7239850568383848,1.000924550572339
0.0,1.01,0.5,0.5813951616156224,0.7435483507642233,0.03831943602476707,0.7964817825697965,1.0000743353616408
0.0,1.015,0.5,0.3621066625356531,0.8537530680155655,0.03909696695390928,0.7253344102316763,0.9728077916145973
