post_locs,post_phases,post_pks,pre_locs,pre_phases,pre_pks
201.64,0.13999999999998636,0.3472555674986524,180.58,0.5800000000000125,0.44195377322695195
202.7,0.19999999999998863,0.24928171738549856,181.59,0.5900000000000034,0.4378928071176545
203.77,0.27000000000001023,0.21188570044895638,182.57,0.5699999999999932,0.42670125715700463
204.86,0.36000000000001364,0.22846255449593475,183.57,0.5699999999999932,0.4290337071938991
205.92,0.4199999999999875,0.24075269032872296,184.58,0.5800000000000125,0.428791322836288
206.99,0.4900000000000091,0.2866061618948556,185.6,0.5999999999999943,0.4412318852967933
207.98,0.47999999999998977,0.31543155071533785,186.58,0.5800000000000125,0.4526885926579438
209.02,0.5200000000000102,0.35964342731265125,187.58,0.5800000000000125,0.4533278478205689
210.03,0.5300000000000011,0.39580186420389885,188.59,0.5900000000000034,0.4667557616790286
211.05,0.5500000000000114,0.41327293707850216,189.58,0.5800000000000125,0.4487945646701655
212.06,0.5600000000000023,0.4255350231395533,190.59,0.5900000000000034,0.4593963220068137
213.07,0.5699999999999932,0.42981981377622147,191.58,0.5800000000000125,0.4395507334470125
214.07,0.5699999999999932,0.43379570662608496,192.56,0.5600000000000023,0.4557647600365671
215.07,0.5699999999999932,0.44140119262028327,193.57,0.5699999999999932,0.4390133718771906
216.08,0.5800000000000125,0.4524615924129931,194.57,0.5699999999999932,0.4498796044860149
217.07,0.5699999999999932,0.43760510075362624,195.56,0.5600000000000023,0.4385733222204687
218.08,0.5800000000000125,0.4292274340100815,196.56,0.5600000000000023,0.4617189550175831
219.09,0.5900000000000034,0.41324213674719834,197.57,0.5699999999999932,0.4703241221803283
220.08,0.5800000000000125,0.40982274420932685,198.56,0.5600000000000023,0.4867007781603381
221.08,0.5800000000000125,0.4193945701156878,199.57,0.5699999999999932,0.4799904275248654
