post_locs,post_phases,post_pks,pre_locs,pre_phases,pre_pks
201.46,-0.03999999999999204,0.8851308657216862,180.42,0.4199999999999875,0.9083772916517716
202.48,-0.020000000000010232,0.8733948722068452,181.42,0.4199999999999875,0.9087267185365359
203.49,-0.009999999999990905,0.8611985922885973,182.42,0.4199999999999875,0.9088460285081037
204.51,0.009999999999990905,0.8472340496120068,183.42,0.4199999999999875,0.9089362181175416
205.54,0.03999999999999204,0.8324033685455386,184.42,0.4199999999999875,0.90874383797118
206.56,0.060000000000002274,0.8157475897814656,185.43,0.4300000000000068,0.9076384681106963
207.59,0.09000000000000341,0.7961533182380697,186.43,0.4300000000000068,0.9076237201684774
208.62,0.12000000000000455,0.7738337628503332,187.42,0.4199999999999875,0.9080801402434098
209.65,0.15000000000000568,0.7517859716313565,188.42,0.4199999999999875,0.9086759414645872
210.68,0.18000000000000682,0.7313209087906877,189.42,0.4199999999999875,0.9086638931916738
211.71,0.21000000000000796,0.7128056655321547,190.42,0.4199999999999875,0.9101180990812672
212.74,0.2400000000000091,0.6943547245841091,191.42,0.4199999999999875,0.9090325229234721
213.76,0.2599999999999909,0.6838944663406532,192.42,0.4199999999999875,0.9096237926582348
214.78,0.28000000000000114,0.6790683435380992,193.42,0.4199999999999875,0.9096566767804299
215.8,0.30000000000001137,0.682938411977209,194.42,0.4199999999999875,0.9102522230271309
216.82,0.3199999999999932,0.6900422477980884,195.42,0.4199999999999875,0.9097300865806732
217.83,0.3300000000000125,0.6988125557110823,196.42,0.4199999999999875,0.9091751569499328
218.85,0.3499999999999943,0.7103258388246558,197.43,0.4300000000000068,0.9092830391040408
219.86,0.36000000000001364,0.7228686879434504,198.43,0.4300000000000068,0.9090674866865077
220.87,0.37000000000000455,0.7366153646517131,199.43,0.4300000000000068,0.9089430067029045
