pulse_time,phase_shift
0.0,0.14529914529914698
0.034482758620689655,0.07692307692307693
0.06896551724137931,0.03418803418803655
0.10344827586206896,0.008547008547009896
0.13793103448275862,0.0
0.1724137931034483,-0.025641025641026653
0.20689655172413793,-0.06837606837607006
0.2413793103448276,-0.07692307692307693
0.27586206896551724,-0.14529914529914698
0.3103448275862069,-0.11965811965812033
0.3448275862068966,-0.1794871794871805
0.3793103448275862,-0.1880341880341904
0.41379310344827586,-0.2222222222222239
0.4482758620689655,-0.2735042735042742
0.4827586206896552,-0.3076923076923077
0.5172413793103479,-0.3675213675213679
0.5517241379310375,-0.37606837606837773
0.5862068965517272,-0.41025641025641124
0.6206896551724168,-0.3931623931623945
0.6551724137931065,0.3931623931623945
0.6896551724137961,0.38461538461538464
0.7241379310344858,0.358974358974361
0.7586206896551755,0.3162393162393176
0.7931034482758651,0.29059829059829095
0.8275862068965547,0.26495726495726735
0.8620689655172444,0.21367521367521403
0.896551724137934,0.16239316239316373
0.9310344827586238,0.12820512820513022
0.9655172413793134,0.11111111111111348
1.000000000000003,0.059829059829060165
