time,phase_shift
1.7587691479210436e-15,-0.10891089108910944
0.03448275862069142,-0.14851485148514915
0.06896551724138107,-0.18811881188118887
0.10344827586207073,-0.2277227722772286
0.13793103448276037,-0.2574257425742586
0.17241379310345004,-0.27722772277227803
0.20689655172413968,-0.30693069306930804
0.24137931034482932,-0.3267326732673283
0.275862068965519,-0.33663366336633804
0.3103448275862087,-0.34653465346534773
0.34482758620689835,-0.3564356435643575
0.37931034482758796,-0.3564356435643575
0.41379310344827763,-0.36633663366336716
0.4482758620689673,-0.3564356435643575
0.4827586206896569,-0.34653465346534773
0.5172413793103466,-0.3267326732673283
0.5517241379310363,-0.30693069306930804
0.5862068965517259,-0.2673267326732683
0.6206896551724156,-0.2277227722772286
0.6551724137931052,-0.17821782178217915
0.6896551724137949,-0.18811881188118887
0.7241379310344845,-0.4455445544554466
0.7586206896551742,0.3861386138613866
0.7931034482758639,0.29702970297029746
0.8275862068965535,0.21782178217821802
0.8620689655172431,0.13861386138613857
0.8965517241379328,0.05940594059405913
0.9310344827586224,0.00990099009900971
0.965517241379312,-0.039603960396039715
1.0000000000000018,-0.08910891089109002
