time,phase_shift
0.0,0.04385964912280684
0.034482758620689655,-0.026315789473684417
0.06896551724137931,-0.052631578947368834
0.10344827586206896,-0.08771929824561446
0.13793103448275862,-0.08771929824561446
0.1724137931034483,-0.1315789473684213
0.20689655172413793,-0.15789473684210573
0.24137931034482757,-0.17543859649122814
0.27586206896551724,-0.18421052631578935
0.3103448275862069,-0.2456140350877194
0.3448275862068966,-0.280701754385965
0.3793103448275862,-0.280701754385965
0.41379310344827586,-0.3157894736842107
0.4482758620689655,-0.3771929824561407
0.48275862068965514,-0.3771929824561407
0.5172413793103449,-0.4035087719298243
0.5517241379310345,-0.4649122807017544
0.5862068965517241,0.4561403508771924
0.6206896551724138,0.43859649122806993
0.6551724137931034,0.3947368421052631
0.6896551724137931,0.3421052631578943
0.7241379310344828,0.271929824561403
0.7586206896551724,0.2368421052631574
0.7931034482758621,0.19298245614035056
0.8275862068965517,0.17543859649122814
0.8620689655172413,0.12280701754385931
0.896551724137931,0.10526315789473688
0.9310344827586207,0.07017543859649125
0.9655172413793103,0.05263157894736805
1.0,0.017543859649122424
