time,phase_shift
-1.6003214769371634e-15,0.018018018018017643
0.03448275862068805,-0.009009009009009621
0.06896551724137771,-0.009009009009009621
0.10344827586206737,-0.04504504504504571
0.137931034482757,-0.06306306306306335
0.17241379310344668,-0.10810810810810825
0.20689655172413632,-0.13513513513513553
0.24137931034482596,-0.17117117117117162
0.2758620689655156,-0.18918918918918926
0.3103448275862053,-0.18918918918918926
0.34482758620689496,-0.23423423423423495
0.3793103448275846,-0.27027027027027106
0.41379310344827425,-0.3063063063063071
0.4482758620689639,-0.315315315315316
0.48275862068965353,-0.36036036036036084
0.5172413793103433,-0.40540540540540576
0.5517241379310329,-0.4144144144144154
0.5862068965517225,-0.4504504504504507
0.6206896551724123,0.44144144144144104
0.6551724137931019,0.3963963963963962
0.6896551724137916,0.32432432432432395
0.7241379310344812,0.30630630630630634
0.7586206896551708,0.2792792792792791
0.7931034482758605,0.22522522522522534
0.8275862068965502,0.1981981981981981
0.8620689655172398,0.18018018018017964
0.8965517241379295,0.15315315315315317
0.9310344827586191,0.10810810810810825
0.9655172413793087,0.08108108108108099
0.9999999999999984,0.05405405405405373
