day,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060003159445895515
-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060003159445895515
-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003999684055415564
-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003999684055415564
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003999684055415564
1.0,0.6199999999999903,0.6199999999999903,0.6199999999999903,0.6199999999999903,0.6199999999999903,0.6199999999999903,0.6099999999999994,0.6199999999999903,0.6199999999999903,0.616000315944589
2.0,0.6299999999999955,0.6400000000000006,0.6299999999999955,0.6299999999999955,0.6299999999999955,0.6299999999999955,0.6199999999999903,0.6299999999999955,0.6299999999999955,0.6260003159445799
3.0,0.6400000000000006,0.6499999999999915,0.6400000000000006,0.6400000000000006,0.6400000000000006,0.6400000000000006,0.6299999999999955,0.6400000000000006,0.6400000000000006,0.6360003159445851
4.0,0.6499999999999915,0.6699999999999875,0.6599999999999966,0.6499999999999915,0.6599999999999966,0.6599999999999966,0.6499999999999915,0.6599999999999966,0.6599999999999966,0.6560003159445811
5.0,0.6699999999999875,0.6799999999999926,0.6699999999999875,0.6699999999999875,0.6699999999999875,0.6699999999999875,0.6599999999999966,0.6699999999999875,0.6699999999999875,0.6760003159445771
6.0,0.6899999999999977,0.7099999999999937,0.6899999999999977,0.6899999999999977,0.6899999999999977,0.6899999999999977,0.6799999999999926,0.6899999999999977,0.6899999999999977,0.6860003159445822
7.0,0.7099999999999937,0.7299999999999898,0.7099999999999937,0.7099999999999937,0.7199999999999989,0.7099999999999937,0.6999999999999886,0.7099999999999937,0.7199999999999989,0.7060003159445782
8.0,0.7399999999999949,NaN,0.7399999999999949,0.7399999999999949,NaN,0.7399999999999949,0.7399999999999949,0.7399999999999949,0.7399999999999949,0.7460003159445845
9.0,NaN,-0.2400000000000091,NaN,NaN,-0.25,NaN,NaN,NaN,NaN,NaN
10.0,-0.23000000000000398,-0.21999999999999886,-0.23000000000000398,-0.23000000000000398,-0.23000000000000398,-0.23000000000000398,-0.23000000000000398,-0.2400000000000091,-0.21999999999999886,-0.2139996840554093
11.0,-0.20000000000000284,-0.19000000000001194,-0.19000000000001194,-0.21000000000000796,-0.20000000000000284,-0.21000000000000796,-0.19000000000001194,-0.20000000000000284,-0.19000000000001194,-0.1939996840554133
12.0,-0.18000000000000682,-0.1700000000000017,-0.1700000000000017,-0.18000000000000682,-0.1700000000000017,-0.18000000000000682,-0.1600000000000108,-0.18000000000000682,-0.1600000000000108,-0.17399968405541727
13.0,-0.15000000000000568,-0.15000000000000568,-0.14000000000000057,-0.1600000000000108,-0.1600000000000108,-0.15000000000000568,-0.14000000000000057,-0.15000000000000568,-0.14000000000000057,-0.14399968405541613
14.0,-0.13000000000000966,-0.14000000000000057,-0.12000000000000455,-0.14000000000000057,-0.14000000000000057,-0.13000000000000966,-0.12000000000000455,-0.13000000000000966,-0.12000000000000455,-0.13399968405541102
15.0,-0.10999999999999943,-0.12000000000000455,-0.10999999999999943,-0.13000000000000966,-0.13000000000000966,-0.12000000000000455,-0.10000000000000853,-0.12000000000000455,-0.10999999999999943,-0.113999684055415
16.0,-0.10000000000000853,-0.10999999999999943,-0.09000000000000341,-0.10999999999999943,-0.10999999999999943,-0.10000000000000853,-0.09000000000000341,-0.10999999999999943,-0.09000000000000341,-0.10399968405540988
17.0,-0.09000000000000341,-0.10000000000000853,-0.0800000000000125,-0.10000000000000853,-0.10000000000000853,-0.10000000000000853,-0.0800000000000125,-0.10000000000000853,-0.0800000000000125,-0.08399968405541386
18.0,-0.0800000000000125,-0.09000000000000341,-0.07000000000000739,-0.0800000000000125,-0.09000000000000341,-0.0800000000000125,-0.060000000000002274,-0.0800000000000125,-0.07000000000000739,-0.07399968405542295
19.0,-0.060000000000002274,-0.0800000000000125,-0.07000000000000739,-0.07000000000000739,-0.0800000000000125,-0.07000000000000739,-0.05000000000001137,-0.0800000000000125,-0.07000000000000739,-0.06399968405541784
20.0,-0.060000000000002274,-0.07000000000000739,-0.060000000000002274,-0.07000000000000739,-0.0800000000000125,-0.07000000000000739,-0.05000000000001137,-0.07000000000000739,-0.05000000000001137,-0.06399968405541784
