day,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
-5.0,-0.003999684055409958,-0.003999684055409958,-0.008000631769401911,-0.003999684055415509,0.0,0.0,0.0,-0.003999684055409958,0.006000315944589607,0.006000315944589607
-4.0,-0.003999684055409958,0.006000315944580947,0.0019993682306032046,-0.003999684055415509,0.0,0.0,0.0,-0.003999684055409958,-0.003999684055415509,0.006000315944589607
-3.0,-0.003999684055409958,-0.003999684055409958,0.0019993682306032046,-0.003999684055415509,0.0,0.0,0.0,0.006000315944580947,-0.003999684055415509,-0.003999684055415509
-2.0,0.006000315944580947,-0.003999684055409958,0.0019993682306032046,0.006000315944589607,0.0,0.0,0.0,0.006000315944580947,-0.003999684055415509,-0.003999684055415509
-1.0,0.006000315944580947,0.006000315944580947,0.0019993682306032046,0.006000315944589607,0.0,0.0,0.0,-0.003999684055409958,0.006000315944589607,-0.003999684055415509
1.0,-0.3539996840554185,-0.3639996840554094,-0.3380006317694002,-0.3439996840554189,-0.38000000000000966,-0.4000000000000057,-0.37000000000000455,-0.3739996840554145,-0.37399968405542006,-0.36399968405541494
2.0,-0.10399968405541848,-0.07399968405541735,-0.0880006317694002,-0.09399968405541892,-0.07000000000000739,-0.0800000000000125,-0.12000000000000455,-0.09399968405541337,-0.0739996840554229,-0.11399968405541494
3.0,-0.053999684055421326,-0.04399968405541621,-0.03800063176940305,-0.04399968405542176,-0.030000000000001137,-0.04000000000000625,-0.060000000000002274,-0.06399968405541223,-0.05399968405541267,-0.05399968405541267
4.0,-0.04399968405541621,-0.04399968405541621,-0.03800063176940305,-0.02399968405541153,-0.020000000000010232,-0.030000000000001137,-0.04000000000000625,-0.04399968405541621,-0.033999684055416646,-0.013999684055420625
5.0,-0.033999684055411095,-0.02399968405542019,-0.028000631769397932,-0.003999684055415509,-0.010000000000005116,-0.010000000000005116,-0.030000000000001137,-0.02399968405542019,-0.013999684055420625,-0.003999684055415509
6.0,-0.013999684055415074,-0.02399968405542019,-0.008000631769401911,-0.003999684055415509,-0.010000000000005116,-0.010000000000005116,-0.030000000000001137,-0.02399968405542019,-0.013999684055420625,-0.013999684055420625
7.0,-0.02399968405542019,-0.013999684055415074,-0.008000631769401911,-0.003999684055415509,-0.010000000000005116,-0.010000000000005116,-0.020000000000010232,-0.02399968405542019,-0.013999684055420625,-0.003999684055415509
8.0,-0.013999684055415074,-0.013999684055415074,-0.008000631769401911,-0.003999684055415509,-0.010000000000005116,-0.010000000000005116,-0.020000000000010232,-0.013999684055415074,-0.013999684055420625,-0.003999684055415509
9.0,-0.013999684055415074,-0.003999684055409958,-0.008000631769401911,0.006000315944589607,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.013999684055415074,-0.013999684055420625,-0.003999684055415509
10.0,-0.013999684055415074,-0.013999684055415074,0.0019993682306032046,0.006000315944589607,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.013999684055415074,-0.003999684055415509,-0.003999684055415509
11.0,-0.013999684055415074,-0.013999684055415074,0.0019993682306032046,0.006000315944589607,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.003999684055409958,-0.003999684055415509,-0.003999684055415509
12.0,-0.003999684055409958,-0.003999684055409958,0.0019993682306032046,0.006000315944589607,-0.010000000000005116,0.0,-0.010000000000005116,-0.013999684055415074,-0.003999684055415509,0.006000315944589607
13.0,-0.003999684055409958,-0.013999684055415074,-0.008000631769401911,0.006000315944589607,-0.010000000000005116,0.0,-0.010000000000005116,-0.003999684055409958,0.006000315944589607,0.006000315944589607
14.0,-0.013999684055415074,-0.003999684055409958,-0.008000631769401911,0.016000315944580512,0.0,0.0,0.0,-0.003999684055409958,-0.013999684055420625,0.006000315944589607
15.0,-0.003999684055409958,-0.003999684055409958,0.0019993682306032046,0.016000315944580512,0.009999999999990905,0.0,0.0,-0.003999684055409958,-0.003999684055415509,0.006000315944589607
16.0,-0.013999684055415074,-0.013999684055415074,0.0019993682306032046,0.016000315944580512,0.0,0.0,0.0,-0.003999684055409958,0.006000315944589607,-0.003999684055415509
17.0,-0.003999684055409958,-0.013999684055415074,0.0019993682306032046,0.016000315944580512,0.0,0.0,0.0,-0.013999684055415074,-0.003999684055415509,-0.003999684055415509
18.0,-0.003999684055409958,-0.003999684055409958,0.0019993682306032046,0.006000315944589607,0.0,0.0,0.009999999999990905,-0.003999684055409958,-0.003999684055415509,-0.003999684055415509
19.0,-0.003999684055409958,-0.013999684055415074,0.0019993682306032046,0.006000315944589607,0.0,0.0,0.0,-0.003999684055409958,-0.003999684055415509,-0.003999684055415509
20.0,-0.003999684055409958,-0.013999684055415074,0.0019993682306032046,0.006000315944589607,0.0,0.0,0.0,-0.003999684055409958,-0.003999684055415509,-0.003999684055415509
