day,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.4200000000000017,-0.4200000000000017,-0.4200000000000017,-0.4200000000000017,-0.4200000000000017,-0.4200000000000017,-0.4200000000000017,-0.4200000000000017,-0.4200000000000017,-0.4200000000000017
2.0,-0.18000000000000682,-0.18000000000000682,-0.18000000000000682,-0.18000000000000682,-0.18000000000000682,-0.18000000000000682,-0.18000000000000682,-0.18000000000000682,-0.18000000000000682,-0.18000000000000682
3.0,-0.0800000000000125,-0.0800000000000125,-0.0800000000000125,-0.0800000000000125,-0.0800000000000125,-0.0800000000000125,-0.0800000000000125,-0.0800000000000125,-0.0800000000000125,-0.0800000000000125
4.0,-0.05000000000001137,-0.05000000000001137,-0.05000000000001137,-0.05000000000001137,-0.05000000000001137,-0.05000000000001137,-0.05000000000001137,-0.05000000000001137,-0.05000000000001137,-0.05000000000001137
5.0,-0.04000000000000625,-0.04000000000000625,-0.04000000000000625,-0.04000000000000625,-0.04000000000000625,-0.04000000000000625,-0.04000000000000625,-0.04000000000000625,-0.04000000000000625,-0.04000000000000625
6.0,-0.030000000000001137,-0.030000000000001137,-0.030000000000001137,-0.030000000000001137,-0.030000000000001137,-0.030000000000001137,-0.030000000000001137,-0.030000000000001137,-0.030000000000001137,-0.030000000000001137
7.0,-0.020000000000010232,-0.020000000000010232,-0.020000000000010232,-0.020000000000010232,-0.020000000000010232,-0.020000000000010232,-0.020000000000010232,-0.020000000000010232,-0.020000000000010232,-0.020000000000010232
8.0,-0.020000000000010232,-0.020000000000010232,-0.020000000000010232,-0.020000000000010232,-0.020000000000010232,-0.020000000000010232,-0.020000000000010232,-0.020000000000010232,-0.020000000000010232,-0.020000000000010232
9.0,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116
10.0,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116
11.0,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116
12.0,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116
13.0,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
