day,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
-5.0,0.00799905194656969,2.886579864025407e-15,0.0,0.008000631769402022,0.00399968405541562,0.00399968405541562,0.0,-0.003994943090937841,-0.0020009480534212143,-0.001999368230600318
-4.0,-0.01200094805342633,2.886579864025407e-15,-0.010000000000005116,-0.0019993682306030935,-0.006000315944589496,0.00399968405541562,0.0,-0.003994943090937841,-0.01200094805342633,-0.001999368230600318
-3.0,-0.0020009480534212143,-0.01000000000000223,0.0,-0.0019993682306030935,-0.006000315944589496,0.00399968405541562,0.0,-0.003994943090937841,0.00799905194656969,-0.001999368230600318
-2.0,-0.0020009480534212143,0.009999999999993792,0.0,-0.0019993682306030935,0.00399968405541562,-0.006000315944589496,0.0,0.01600505690905818,0.00799905194656969,0.008000631769390587
-1.0,0.00799905194656969,2.886579864025407e-15,0.010000000000005116,-0.0019993682306030935,0.00399968405541562,-0.006000315944589496,0.0,-0.003994943090937841,-0.0020009480534212143,-0.001999368230600318
1.0,-0.27200094805343145,-0.3300000000000096,-0.28000000000000114,-0.3319993682306014,-0.3360003159445878,-0.3260003159445969,-0.28000000000000114,-0.33399494309095035,-0.36200094805342065,-0.2519993682306003
2.0,-0.10200094805342974,-0.05999999999999939,-0.0799999999999983,-0.11199936823060253,-0.056000315944586654,-0.08600031594458779,-0.07000000000000739,-0.08399494309095035,-0.06200094805342349,-0.07199936823060771
3.0,-0.04200094805342747,-0.02999999999999825,-0.04999999999999716,-0.03199936823060423,-0.03600031594459063,-0.03600031594459063,-0.05000000000001137,-0.06399494309094012,-0.03200094805342235,-0.04199936823060657
4.0,-0.022000948053431446,-0.01000000000000223,-0.01999999999999602,-0.03199936823060423,-0.026000315944585517,-0.016000315944594612,-0.030000000000001137,-0.03399494309093898,-0.022000948053431446,-0.031999368230601455
5.0,-0.022000948053431446,-0.01000000000000223,-0.010000000000005116,-0.01199936823060821,-0.026000315944585517,-0.016000315944594612,-0.020000000000010232,-0.023994943090948073,-0.022000948053431446,-0.02199936823061055
6.0,-0.022000948053431446,2.886579864025407e-15,0.0,-0.01199936823060821,-0.016000315944594612,-0.006000315944589496,0.0,-0.023994943090948073,-0.01200094805342633,-0.011999368230605434
7.0,-0.01200094805342633,2.886579864025407e-15,0.010000000000005116,0.008000631769402022,-0.006000315944589496,0.00399968405541562,0.0,-0.013994943090942957,-0.01200094805342633,-0.02199936823061055
8.0,-0.01200094805342633,-0.01000000000000223,0.0,0.008000631769402022,0.00399968405541562,0.00399968405541562,0.0,-0.023994943090948073,-0.01200094805342633,-0.02199936823061055
9.0,-0.0020009480534212143,0.009999999999993792,0.010000000000005116,0.008000631769402022,0.00399968405541562,0.00399968405541562,-0.010000000000005116,-0.023994943090948073,-0.01200094805342633,-0.011999368230605434
10.0,-0.01200094805342633,-0.01000000000000223,0.0,0.008000631769402022,-0.006000315944589496,-0.006000315944589496,0.0,-0.013994943090942957,-0.0020009480534212143,-0.011999368230605434
11.0,-0.01200094805342633,2.886579864025407e-15,0.010000000000005116,0.008000631769402022,-0.006000315944589496,0.00399968405541562,-0.010000000000005116,-0.013994943090942957,-0.0020009480534212143,-0.011999368230605434
12.0,-0.0020009480534212143,2.886579864025407e-15,0.010000000000005116,0.008000631769402022,-0.006000315944589496,0.00399968405541562,-0.010000000000005116,-0.013994943090942957,-0.01200094805342633,-0.011999368230605434
13.0,-0.0020009480534212143,2.886579864025407e-15,0.010000000000005116,-0.0019993682306030935,0.00399968405541562,0.00399968405541562,-0.010000000000005116,-0.003994943090937841,-0.01200094805342633,-0.011999368230605434
14.0,-0.0020009480534212143,2.886579864025407e-15,0.01999999999999602,-0.0019993682306030935,-0.006000315944589496,0.013999684055406525,-0.010000000000005116,-0.013994943090942957,-0.01200094805342633,-0.011999368230605434
15.0,-0.0020009480534212143,2.886579864025407e-15,0.010000000000005116,-0.0019993682306030935,0.00399968405541562,0.00399968405541562,-0.010000000000005116,-0.013994943090942957,-0.01200094805342633,-0.001999368230600318
16.0,-0.0020009480534212143,-0.01000000000000223,0.0,-0.0019993682306030935,0.00399968405541562,0.00399968405541562,0.0,-0.003994943090937841,-0.01200094805342633,-0.001999368230600318
17.0,-0.01200094805342633,-0.01000000000000223,0.010000000000005116,-0.0019993682306030935,-0.006000315944589496,0.00399968405541562,-0.010000000000005116,0.006005056909053064,-0.01200094805342633,0.018000631769395703
18.0,-0.022000948053431446,2.886579864025407e-15,0.010000000000005116,-0.0019993682306030935,0.00399968405541562,0.013999684055406525,-0.020000000000010232,0.006005056909053064,-0.01200094805342633,0.008000631769390587
19.0,-0.01200094805342633,2.886579864025407e-15,0.0,0.008000631769402022,0.00399968405541562,0.00399968405541562,-0.010000000000005116,0.006005056909053064,-0.01200094805342633,-0.001999368230600318
20.0,-0.0020009480534212143,-0.01000000000000223,0.010000000000005116,0.018000631769392927,-0.006000315944589496,0.00399968405541562,0.0,0.006005056909053064,-0.01200094805342633,-0.001999368230600318
