post_locs,post_phases,post_pks,pre_locs,pre_phases,pre_pks
51.91,0.4099999999999966,0.1110282460076688,30.74,0.7399999999999984,0.11182006084147945
53.0,0.5,0.11332898080656813,31.74,0.7399999999999984,0.11183559017686266
54.08,0.5799999999999983,0.11561448084336594,32.74,0.740000000000002,0.11190088007679198
55.15,0.6499999999999986,0.11598962831319073,33.75,0.75,0.1117122679609393
56.2,0.7000000000000028,0.11496602046657013,34.75,0.75,0.11179593981106052
57.23,0.7299999999999969,0.11363987743376143,35.74,0.740000000000002,0.11182784628893606
58.25,0.75,0.11240625866116667,36.74,0.740000000000002,0.11174605007575575
59.25,0.75,0.11184567934485037,37.75,0.75,0.11177668851234633
60.25,0.75,0.11162606548881361,38.74,0.740000000000002,0.11173354025044753
61.25,0.75,0.11148183128396667,39.74,0.740000000000002,0.11170751205442855
62.25,0.75,0.11167356163016119,40.74,0.740000000000002,0.11179243294809704
63.24,0.740000000000002,0.11178769449994107,41.74,0.740000000000002,0.11181867726667663
64.25,0.75,0.11180010733836114,42.75,0.75,0.11180434744131991
65.24,0.7399999999999949,0.11174311051664854,43.75,0.75,0.11182655713281514
66.24,0.7399999999999949,0.11173417771130428,44.75,0.75,0.11183337334319067
67.24,0.7399999999999949,0.11182089627884817,45.75,0.75,0.1117205076951207
68.24,0.7399999999999949,0.11191672610035859,46.74,0.740000000000002,0.11173429104562226
69.25,0.75,0.11181037903954208,47.75,0.75,0.11175601896103732
70.24,0.7399999999999949,0.11182492666186591,48.75,0.75,0.11179200490422594
71.25,0.75,0.11171935876107228,49.75,0.75,0.11173880042660118
