post_locs,post_phases,post_pks,pre_locs,pre_phases,pre_pks
51.78,0.28000000000000114,0.10832993304313197,30.75,0.75,0.10910038408049118
52.79,0.28999999999999915,0.10793163351639498,31.75,0.75,0.10908589854216406
53.8,0.29999999999999716,0.10778880920674992,32.75,0.75,0.10909159938787924
54.81,0.3100000000000023,0.1077398195423794,33.75,0.75,0.10911047695750872
55.82,0.3200000000000003,0.1076761258043824,34.75,0.75,0.10912420258429488
56.83,0.3299999999999983,0.10768674664038334,35.75,0.75,0.10908434101818011
57.84,0.3400000000000034,0.10763267156432325,36.75,0.75,0.10910434579728445
58.85,0.3500000000000014,0.10758872782476171,37.75,0.75,0.10910708388761799
59.87,0.36999999999999744,0.10751455626853301,38.75,0.75,0.1090751816622226
60.88,0.38000000000000256,0.10741203556240628,39.75,0.75,0.10908645531209274
61.9,0.3999999999999986,0.10728526569693136,40.75,0.75,0.10908125186650929
62.91,0.4099999999999966,0.10713763910023077,41.75,0.75,0.10908791746255896
63.93,0.4299999999999997,0.10702021357122986,42.75,0.75,0.10910040575543534
64.95,0.45000000000000284,0.10685944085131231,43.75,0.75,0.10910619924981911
65.97,0.46999999999999886,0.106718777465141,44.75,0.75,0.10910630048545676
67.0,0.5,0.10663397680943723,45.75,0.75,0.10914189326008503
68.02,0.519999999999996,0.10658078374707132,46.75,0.75,0.10908705836601965
69.04,0.5400000000000063,0.10656139788849035,47.75,0.75,0.10907624945262878
70.06,0.5600000000000023,0.10655301333061162,48.75,0.75,0.10904679512329542
71.08,0.5799999999999983,0.10658787273197504,49.75,0.75,0.10907401492963584
