post_locs,post_phases,post_pks,pre_locs,pre_phases,pre_pks
52.06,0.5600000000000023,0.10294514032979896,30.71,0.7100000000000009,0.1005387794236072
53.15,0.6499999999999986,0.10268785434037149,31.8,0.8000000000000007,0.10045757891239722
54.24,0.740000000000002,0.10163707450284173,32.73,0.7299999999999969,0.09950975773762613
55.26,0.759999999999998,0.10168228097375069,33.71,0.7100000000000009,0.09968980869778712
56.31,0.8100000000000023,0.10042416554767279,34.68,0.6799999999999997,0.10063613760164482
57.29,0.7899999999999991,0.09968677912611698,35.71,0.7100000000000009,0.10189316329984872
58.22,0.7199999999999989,0.10014147227452606,36.75,0.75,0.10204499703927991
59.26,0.759999999999998,0.09941231572608689,37.78,0.7800000000000011,0.10171558274129874
60.23,0.7299999999999969,0.09918212980246029,38.8,0.7999999999999972,0.10056800667768837
61.21,0.7100000000000009,0.09971665627592209,39.69,0.6899999999999977,0.09971722356600536
62.26,0.759999999999998,0.1000262891735173,40.72,0.7199999999999989,0.09964416804133722
63.22,0.7199999999999989,0.10053795018717746,41.81,0.8100000000000023,0.09934931233870928
64.27,0.769999999999996,0.10154083322037304,42.74,0.740000000000002,0.10057696191784636
65.2,0.7000000000000028,0.10081252893080303,43.7,0.7000000000000028,0.10116352386192776
66.22,0.7199999999999989,0.1009005525383291,44.73,0.7299999999999969,0.10178271391062199
67.21,0.7099999999999937,0.10034056628036199,45.76,0.759999999999998,0.10110503435330474
68.25,0.75,0.1010998294327212,46.77,0.7700000000000031,0.09987355790411129
69.23,0.730000000000004,0.10073234022719904,47.74,0.740000000000002,0.1005898642038176
70.22,0.7199999999999989,0.09966500366210615,48.68,0.6799999999999997,0.10022290952709095
71.17,0.6700000000000017,0.10015278098323722,49.74,0.740000000000002,0.10079919615321369
