post_locs,post_phases,post_pks,pre_locs,pre_phases,pre_pks
52.09,0.5900000000000034,0.10223952553332834,30.69,0.6900000000000013,0.10026543781248227
53.18,0.6799999999999997,0.10298398673524294,31.72,0.7199999999999989,0.10121524164336347
54.29,0.7899999999999991,0.10251224980236597,32.81,0.8100000000000023,0.10130593295395904
55.29,0.7899999999999991,0.10124603470788615,33.78,0.7800000000000011,0.10126714127374296
56.24,0.740000000000002,0.10048467678465092,34.74,0.740000000000002,0.10038516034471895
57.28,0.7800000000000011,0.10056453289679669,35.77,0.7700000000000031,0.1005616293018354
58.21,0.7100000000000009,0.10021218713482918,36.78,0.7800000000000011,0.10131142489746281
59.22,0.7199999999999989,0.10045252808158614,37.77,0.7700000000000031,0.10084768128840078
60.22,0.7199999999999989,0.10061597734056899,38.77,0.7700000000000031,0.1009164291370604
61.22,0.7199999999999989,0.1005457232322052,39.77,0.7700000000000031,0.10040470326080297
62.23,0.7299999999999969,0.10062263031064665,40.73,0.7299999999999969,0.10061975011015852
63.21,0.7100000000000009,0.10137220332767978,41.72,0.7199999999999989,0.1010003876150374
64.21,0.7099999999999937,0.100933893626056,42.76,0.759999999999998,0.1005842643846616
65.21,0.7099999999999937,0.10144058296392547,43.76,0.759999999999998,0.1011934736676583
66.22,0.7199999999999989,0.10129967614323175,44.77,0.7700000000000031,0.10065036510406423
67.25,0.75,0.10090014157290544,45.77,0.7700000000000031,0.10133470251922795
68.32,0.8199999999999932,0.10067700080499707,46.77,0.7700000000000031,0.10095476435506888
69.27,0.769999999999996,0.09983832264796579,47.72,0.7199999999999989,0.10050292794765349
70.2,0.7000000000000028,0.10065713868418591,48.74,0.740000000000002,0.10138304201858306
71.22,0.7199999999999989,0.1006999769821595,49.77,0.7700000000000031,0.10091237957958119
