post_locs,post_phases,post_pks,pre_locs,pre_phases,pre_pks
51.93,0.4299999999999997,0.1087398465312887,30.74,0.7399999999999984,0.10996062556033444
53.04,0.5399999999999991,0.10971419282380958,31.75,0.75,0.10945875445195129
54.12,0.6199999999999974,0.11079322448174304,32.75,0.75,0.10942116023946302
55.18,0.6799999999999997,0.11053652323928065,33.74,0.740000000000002,0.1097877980380292
56.2,0.7000000000000028,0.1102307049161007,34.75,0.75,0.10979771508391488
57.23,0.7299999999999969,0.11038448680454038,35.75,0.75,0.10957168141733678
58.24,0.740000000000002,0.11053564159804753,36.74,0.740000000000002,0.10996327184042165
59.24,0.740000000000002,0.11040980693501712,37.75,0.75,0.10959148669729275
60.25,0.75,0.11000521382497466,38.74,0.740000000000002,0.1097490075129263
61.25,0.75,0.10962775122735526,39.74,0.740000000000002,0.1100780121407503
62.24,0.740000000000002,0.109647861957658,40.74,0.740000000000002,0.10985151966130406
63.25,0.75,0.10962566335347025,41.75,0.75,0.10967684609823164
64.24,0.7399999999999949,0.109616582529817,42.74,0.740000000000002,0.10954705432829852
65.25,0.75,0.10942730319839046,43.75,0.75,0.1099826241408074
66.24,0.7399999999999949,0.10987998318864357,44.76,0.759999999999998,0.10985246955682516
67.25,0.75,0.10955674288236333,45.76,0.759999999999998,0.10966642704327917
68.25,0.75,0.1098843107277663,46.75,0.75,0.10978928610091482
69.24,0.7399999999999949,0.10975156196313673,47.75,0.75,0.10981590728257624
70.24,0.7399999999999949,0.11003341406810033,48.76,0.759999999999998,0.10975990505241415
71.24,0.7399999999999949,0.10989965804341095,49.74,0.740000000000002,0.10982649067061623
