day,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,-0.44999999999998863,-0.44999999999998863,-0.44999999999998863,-0.44999999999998863,-0.44999999999998863,-0.44999999999998863,-0.44999999999998863,-0.44999999999998863,-0.44999999999998863,-0.44999999999998863
3.0,-0.4299999999999926,-0.4299999999999926,-0.4299999999999926,-0.4299999999999926,-0.4299999999999926,-0.4299999999999926,-0.4299999999999926,-0.4299999999999926,-0.4299999999999926,-0.4299999999999926
4.0,-0.4099999999999966,-0.4099999999999966,-0.4099999999999966,-0.4099999999999966,-0.4099999999999966,-0.4099999999999966,-0.4099999999999966,-0.4099999999999966,-0.4099999999999966,-0.4099999999999966
5.0,-0.39000000000000057,-0.39000000000000057,-0.39000000000000057,-0.39000000000000057,-0.39000000000000057,-0.39000000000000057,-0.39000000000000057,-0.39000000000000057,-0.39000000000000057,-0.39000000000000057
6.0,-0.36999999999999034,-0.36999999999999034,-0.36999999999999034,-0.36999999999999034,-0.36999999999999034,-0.36999999999999034,-0.36999999999999034,-0.36999999999999034,-0.36999999999999034,-0.36999999999999034
7.0,-0.3499999999999943,-0.3499999999999943,-0.3499999999999943,-0.3499999999999943,-0.3499999999999943,-0.3499999999999943,-0.3499999999999943,-0.3499999999999943,-0.3499999999999943,-0.3499999999999943
8.0,-0.3199999999999932,-0.3199999999999932,-0.3199999999999932,-0.3199999999999932,-0.3199999999999932,-0.3199999999999932,-0.3199999999999932,-0.3199999999999932,-0.3199999999999932,-0.3199999999999932
9.0,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716
10.0,-0.2799999999999869,-0.269999999999996,-0.269999999999996,-0.269999999999996,-0.269999999999996,-0.269999999999996,-0.2799999999999869,-0.269999999999996,-0.269999999999996,-0.269999999999996
11.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25
12.0,-0.22999999999998977,-0.22999999999998977,-0.21999999999999886,-0.21999999999999886,-0.21999999999999886,-0.22999999999998977,-0.22999999999998977,-0.21999999999999886,-0.21999999999999886,-0.21999999999999886
13.0,-0.19999999999998863,-0.19999999999998863,-0.19999999999998863,-0.19999999999998863,-0.19999999999998863,-0.19999999999998863,-0.19999999999998863,-0.19999999999998863,-0.19999999999998863,-0.19999999999998863
14.0,-0.1799999999999926,-0.1799999999999926,-0.1799999999999926,-0.1799999999999926,-0.1799999999999926,-0.1799999999999926,-0.1799999999999926,-0.1799999999999926,-0.1799999999999926,-0.1799999999999926
15.0,-0.1599999999999966,-0.1599999999999966,-0.1599999999999966,-0.1599999999999966,-0.1599999999999966,-0.1599999999999966,-0.1599999999999966,-0.1599999999999966,-0.1599999999999966,-0.1599999999999966
16.0,-0.14000000000000057,-0.14000000000000057,-0.14000000000000057,-0.14000000000000057,-0.14000000000000057,-0.14000000000000057,-0.14000000000000057,-0.14000000000000057,-0.14000000000000057,-0.14000000000000057
17.0,-0.11999999999999034,-0.11999999999999034,-0.11999999999999034,-0.11999999999999034,-0.11999999999999034,-0.11999999999999034,-0.11999999999999034,-0.11999999999999034,-0.11999999999999034,-0.11999999999999034
18.0,-0.10999999999999943,-0.09999999999999432,-0.09999999999999432,-0.09999999999999432,-0.09999999999999432,-0.09999999999999432,-0.10999999999999943,-0.09999999999999432,-0.09999999999999432,-0.09999999999999432
19.0,-0.0899999999999892,-0.0899999999999892,-0.0899999999999892,-0.0899999999999892,-0.0899999999999892,-0.0899999999999892,-0.0899999999999892,-0.0899999999999892,-0.0899999999999892,-0.0899999999999892
20.0,-0.0799999999999983,-0.0799999999999983,-0.0799999999999983,-0.0799999999999983,-0.0799999999999983,-0.0799999999999983,-0.0799999999999983,-0.0799999999999983,-0.0799999999999983,-0.0799999999999983
