day,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019993682306032046,0.0,0.0,0.0
-4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008000631769401911,0.0,0.0,0.0
-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019993682306032046,0.0,0.0,0.0
-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019993682306032046,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019993682306032046,0.0,0.0,0.0
1.0,-0.3500000000000085,-0.3500000000000085,-0.3500000000000085,-0.3500000000000085,-0.3500000000000085,-0.3500000000000085,-0.3480006317694053,-0.3500000000000085,-0.3500000000000085,-0.3500000000000085
2.0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.2480006317693968,-0.25,-0.25,-0.25
3.0,-0.1600000000000108,-0.1600000000000108,-0.1600000000000108,-0.1600000000000108,-0.1600000000000108,-0.1600000000000108,-0.1580006317694076,-0.1600000000000108,-0.1600000000000108,-0.1600000000000108
4.0,-0.0800000000000125,-0.0800000000000125,-0.0800000000000125,-0.0800000000000125,-0.0800000000000125,-0.0800000000000125,-0.0780006317694093,-0.0800000000000125,-0.0800000000000125,-0.0800000000000125
5.0,-0.030000000000001137,-0.030000000000001137,-0.030000000000001137,-0.030000000000001137,-0.030000000000001137,-0.030000000000001137,-0.028000631769397932,-0.030000000000001137,-0.030000000000001137,-0.030000000000001137
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019993682306032046,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019993682306032046,0.009999999999990905,0.009999999999990905,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019993682306032046,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019993682306032046,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019993682306032046,0.0,0.0,0.0
11.0,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.008000631769401911,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116
12.0,0.0,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116,-0.008000631769401911,-0.010000000000005116,-0.010000000000005116,-0.010000000000005116
13.0,0.0,-0.010000000000005116,-0.010000000000005116,0.0,0.0,-0.010000000000005116,-0.008000631769401911,0.0,-0.010000000000005116,0.0
14.0,0.0,0.0,-0.010000000000005116,0.0,0.0,0.0,-0.008000631769401911,0.0,0.0,0.0
15.0,0.0,0.0,-0.010000000000005116,0.0,0.0,0.0,0.0019993682306032046,-0.010000000000005116,0.0,0.0
16.0,0.0,0.0,-0.010000000000005116,0.0,0.0,0.0,0.0019993682306032046,0.0,0.0,0.0
17.0,0.0,-0.010000000000005116,0.0,-0.010000000000005116,0.0,0.0,0.0019993682306032046,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019993682306032046,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019993682306032046,-0.010000000000005116,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019993682306032046,-0.010000000000005116,0.0,0.0
