day,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
-5.0,0.0,0.0,-0.009999999999993736,0.0,-0.006000315944580947,0.001999368230600429,0.0,-0.008000631769390476,0.0,0.006000315944581003
-4.0,0.0,0.0,0.010000000000002285,0.0,0.003999684055409958,-0.008000631769390476,0.0,0.001999368230600429,0.0,0.006000315944581003
-3.0,0.0,0.0,-2.831068712794149e-15,0.0,0.003999684055409958,0.001999368230600429,0.0,0.001999368230600429,0.0,-0.003999684055409902
-2.0,0.0,0.0,-2.831068712794149e-15,0.0,0.003999684055409958,0.001999368230600429,0.0,0.001999368230600429,0.0,-0.003999684055409902
-1.0,0.0,0.0,-2.831068712794149e-15,0.0,-0.006000315944580947,0.001999368230600429,0.0,0.001999368230600429,0.0,-0.003999684055409902
1.0,-0.44999999999998863,-0.45999999999999375,-0.44999999999999146,-0.44999999999998863,NaN,-0.4480006317693882,-0.44999999999998863,NaN,-0.45999999999999375,-0.45399968405541274
2.0,-0.4099999999999966,-0.4099999999999966,-0.3999999999999943,-0.3999999999999915,-0.42600031594458265,-0.40800063176939616,-0.4099999999999966,-0.4280006317693922,-0.4299999999999926,-0.4139996840554065
3.0,-0.35999999999999943,-0.35999999999999943,-0.36000000000000226,-0.3499999999999943,-0.3860003159445906,-0.3680006317693899,-0.36999999999999034,-0.38800063176940014,-0.37999999999999545,-0.37399968405541445
4.0,-0.3199999999999932,-0.30999999999998806,-0.3099999999999909,-0.29999999999999716,-0.32600031594458834,-0.32800063176939787,-0.3299999999999983,-0.33800063176938877,-0.3399999999999892,-0.3239996840554173
5.0,-0.269999999999996,-0.2599999999999909,-0.25000000000000283,-0.25,-0.27600031594457697,-0.2780006317693865,-0.2799999999999869,-0.2880006317693916,-0.2599999999999909,-0.28399968405541104
6.0,-0.19999999999998863,-0.21999999999999886,-0.20999999999999658,-0.18999999999999773,-0.2260003159445798,-0.22800063176938934,-0.23999999999999488,-0.23800063176939446,-0.20999999999999375,-0.23399968405541388
7.0,-0.1699999999999875,-0.1799999999999926,-0.16999999999999033,-0.14999999999999147,-0.18600031594458777,-0.17800063176939218,-0.18999999999999773,-0.1880006317693973,-0.1799999999999926,-0.18399968405541672
8.0,-0.12999999999999545,-0.14999999999999147,-0.1400000000000034,-0.12999999999999545,-0.15600031594458663,-0.13800063176940014,-0.14999999999999147,-0.14800063176939104,-0.14999999999999147,-0.14399968405541047
9.0,-0.10999999999999943,-0.12999999999999545,-0.11999999999999317,-0.09999999999999432,-0.1360003159445906,-0.11800063176938991,-0.11999999999999034,-0.11800063176938991,-0.11999999999999034,-0.12399968405541445
10.0,-0.0899999999999892,-0.10999999999999943,-0.09999999999999715,-0.0799999999999983,-0.10600031594458947,-0.09800063176939389,-0.0899999999999892,-0.09800063176939389,-0.10999999999999943,-0.10399968405541843
11.0,-0.06999999999999318,-0.0899999999999892,-0.08000000000000113,-0.06999999999999318,-0.08600031594457924,-0.07800063176939787,-0.0799999999999983,-0.08800063176938877,-0.0899999999999892,-0.0839996840554082
12.0,-0.0799999999999983,-0.0899999999999892,-0.059999999999990894,-0.05999999999998806,-0.07600031594458834,-0.06800063176939275,-0.06999999999999318,-0.06800063176939275,-0.0799999999999983,-0.07399968405541729
13.0,-0.06999999999999318,-0.0799999999999983,-0.04999999999999999,-0.04999999999999716,-0.06600031594458322,-0.058000631769387634,-0.05999999999998806,-0.058000631769387634,-0.0799999999999983,-0.06399968405541218
14.0,-0.04999999999999716,-0.06999999999999318,-0.04999999999999999,-0.04999999999999716,-0.056000315944578105,-0.058000631769387634,-0.04999999999999716,-0.058000631769387634,-0.06999999999999318,-0.05399968405540706
15.0,-0.04999999999999716,-0.05999999999998806,-0.03999999999999487,-0.03999999999999204,-0.056000315944578105,-0.04800063176939673,-0.03999999999999204,-0.058000631769387634,-0.06999999999999318,-0.043999684055416155
16.0,-0.03999999999999204,-0.04999999999999716,-0.03999999999999487,-0.03999999999999204,-0.0460003159445872,-0.03800063176939161,-0.03999999999999204,-0.04800063176939673,-0.06999999999999318,-0.03399968405541104
17.0,-0.03999999999999204,-0.03999999999999204,-0.03999999999999487,-0.029999999999986926,-0.036000315944582084,-0.03800063176939161,-0.03999999999999204,-0.03800063176939161,-0.05999999999998806,-0.03399968405541104
18.0,-0.03999999999999204,-0.03999999999999204,-0.03999999999999487,-0.029999999999986926,-0.026000315944576968,-0.028000631769386497,-0.029999999999986926,-0.03800063176939161,-0.04999999999999716,-0.023999684055405923
19.0,-0.03999999999999204,-0.029999999999986926,-0.029999999999989757,-0.01999999999999602,-0.026000315944576968,-0.018000631769395592,-0.029999999999986926,-0.028000631769386497,-0.03999999999999204,-0.023999684055405923
20.0,-0.03999999999999204,-0.01999999999999602,-0.019999999999998852,-0.01999999999999602,-0.016000315944586063,-0.008000631769390476,-0.029999999999986926,-0.018000631769395592,-0.029999999999986926,-0.013999684055415018
