pulse_time,phase_shift
0.0,0.0
0.034482758620688454,-0.019607843137257976
0.06896551724137691,-0.04901960784313797
0.10344827586206884,-0.07843137254902145
0.1379310344827573,-0.10784313725490494
0.17241379310344576,-0.13725490196078494
0.20689655172413768,-0.1764705882352939
0.24137931034482615,-0.2058823529411774
0.27586206896551807,-0.23529411764706087
0.3103448275862065,-0.2745098039215699
0.34482758620689496,-0.30392156862745334
0.3793103448275869,-0.34313725490196234
0.41379310344827536,-0.3823529411764713
0.44827586206896386,-0.4215686274509803
0.48275862068965575,-0.4607843137254928
0.5172413793103442,0.45098039215686375
0.5517241379310327,0.4117647058823548
0.5862068965517246,0.3823529411764713
0.620689655172413,0.3529411764705913
0.6551724137931015,0.3137254901960788
0.6896551724137935,0.28431372549019884
0.7241379310344819,0.24509803921568638
0.7586206896551704,0.2058823529411774
0.7931034482758623,0.1666666666666684
0.8275862068965507,0.12745098039215944
0.8620689655172392,0.09803921568627594
0.8965517241379312,0.05882352941176696
0.9310344827586197,0.02941176470588348
0.965517241379308,0.0
1.0,0.0
