pulse_time,phase_shift
0.0,-0.009708737864079177
0.03448275862069263,-0.03883495145630981
0.06896551724138181,-0.0679611650485439
0.10344827586207099,-0.1067961165048537
0.13793103448276017,-0.1359223300970878
0.17241379310344934,-0.16504854368932187
0.20689655172413854,-0.1941747572815525
0.2413793103448277,-0.23300970873786575
0.27586206896552035,-0.26213592233009636
0.3103448275862095,-0.3009708737864062
0.3448275862068987,-0.3300970873786403
0.37931034482758785,-0.36893203883495007
0.4137931034482771,-0.40776699029126334
0.44827586206896625,-0.4466019417475732
0.4827586206896554,0.4563106796116489
0.5172413793103446,0.42718446601941823
0.5517241379310373,0.3980582524271842
0.5862068965517264,0.35922330097087435
0.6206896551724156,0.3300970873786403
0.6551724137931048,0.29126213592233047
0.6896551724137939,0.26213592233009636
0.7241379310344831,0.2233009708737866
0.7586206896551723,0.18446601941747676
0.7931034482758614,0.1456310679611635
0.8275862068965542,0.1067961165048537
0.8620689655172433,0.0679611650485439
0.8965517241379325,0.029126213592234083
0.9310344827586217,0.0
0.9655172413793108,0.0
1.0,-0.019417475728154904
