day,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
-5.0,-0.020023839198837323,-0.009968329865558623,0.013996515904362017,0.01800379641297689,-0.0059987331220523465,-0.009999999999999454,-0.014001266877943452,-0.01600189751560621,0.03399333393309645,0.0019343418623264386
-4.0,0.01997616080116893,3.167013444649314e-5,-0.01600348409563912,-0.0019962035870191297,-0.015998733122057462,5.662137425588298e-15,-0.014001266877943452,0.003998102484389809,0.013993333933086216,0.011934341862331554
-3.0,-0.03002383919882823,0.03003167013444763,0.003996515904356901,0.008003796412971775,-0.0059987331220523465,0.009999999999996567,0.005998733122052569,0.003998102484389809,-0.006006666066909805,0.011934341862331554
-2.0,0.009976160801163814,-0.009968329865558623,-0.01600348409563912,-0.011996203587024246,0.014001266877943674,-0.009999999999999454,0.015998733122057684,0.013998102484394925,-0.03600666606691094,0.011934341862331554
-1.0,0.01997616080116893,-0.009968329865558623,0.013996515904362017,-0.011996203587024246,0.014001266877943674,0.009999999999996567,0.005998733122052569,-0.0060018975156153065,-0.006006666066909805,-0.0380656581376656
1.0,-0.3400238391988305,-0.19996832986555635,-0.35600348409564253,-0.24199620358702822,-0.34599873312205576,-0.35000000000000286,-0.2940012668779446,-0.4260018975156028,-0.29600666606690185,-0.1180656581376639
2.0,-0.060023839198829365,-0.09996832986554782,-0.20600348409563685,-0.19199620358701686,-0.16599873312204894,-0.2100000000000023,-0.06400126687794061,-0.3460018975156045,-0.09600666606691322,-0.06806565813766674
3.0,-0.040023839198833344,-0.0799683298655518,-0.0760034840956414,-0.12199620358702368,-0.04599873312204439,-0.10000000000000286,0.035998733122053705,-0.10600189751560962,-0.03600666606691094,-0.06806565813766674
4.0,-0.05002383919882425,-0.08996832986555692,-0.03600348409563514,-0.1419962035870197,0.004001266877952769,-0.08999999999999775,0.015998733122057684,-0.06600189751560337,-0.03600666606691094,-0.04806565813767072
5.0,-0.03002383919882823,-0.05996832986555578,-0.03600348409563514,-0.09199620358702254,-0.025998733122048368,-0.02000000000000457,-0.004001266877952547,-0.06600189751560337,-0.006006666066909805,-0.04806565813767072
6.0,-0.010023839198832207,-0.03996832986555976,-0.026003484095644236,-0.02199620358702936,-0.015998733122057462,-0.02000000000000457,-0.03400126687793947,-0.04600189751560735,-0.01600666606691492,-0.0280656581376747
7.0,-0.03002383919882823,-0.019968329865549528,-0.026003484095644236,-0.011996203587024246,-0.03599873312205348,5.662137425588298e-15,0.005998733122052569,-0.0060018975156153065,0.003993333933095311,0.0019343418623264386
8.0,-0.020023839198837323,3.167013444649314e-5,-0.006003484095634004,-0.0019962035870191297,0.004001266877952769,5.662137425588298e-15,0.02599873312204859,-0.01600189751560621,0.013993333933086216,0.02193434186233667
9.0,0.01997616080116893,-0.009968329865558623,-0.03600348409563514,-0.011996203587024246,0.034001266877953906,-0.029999999999995475,0.035998733122053705,-0.01600189751560621,0.013993333933086216,-0.008065658137664466
10.0,0.029976160801174045,-0.019968329865549528,0.023996515904367133,-0.04199620358702538,0.02400126687794879,-0.009999999999999454,0.015998733122057684,0.003998102484389809,0.013993333933086216,0.02193434186233667
11.0,0.05997616080117518,3.167013444649314e-5,0.043996515904363154,-0.02199620358702936,0.02400126687794879,-0.02000000000000457,0.055998733122049726,-0.03600189751561644,0.07399333393308849,0.02193434186233667
12.0,0.03997616080116495,-0.019968329865549528,0.023996515904367133,-0.04199620358702538,-0.0059987331220523465,-0.009999999999999454,0.04599873312205882,0.003998102484389809,0.04399333393308735,0.0019343418623264386
13.0,0.029976160801174045,-0.009968329865558623,0.013996515904362017,-0.04199620358702538,-0.0059987331220523465,-0.02000000000000457,0.02599873312204859,-0.0060018975156153065,0.023993333933091332,0.0019343418623264386
14.0,0.009976160801163814,-0.029968329865554644,-0.01600348409563912,-0.0019962035870191297,0.004001266877952769,-0.009999999999999454,0.035998733122053705,0.02399810248438583,0.013993333933086216,-0.008065658137664466
15.0,0.029976160801174045,-0.03996832986555976,-0.006003484095634004,-0.011996203587024246,0.04400126687794481,0.020000000000001683,0.035998733122053705,-0.0060018975156153065,-0.03600666606691094,0.011934341862331554
16.0,0.029976160801174045,-0.049968329865550665,0.013996515904362017,0.01800379641297689,0.07400126687794595,-0.009999999999999454,0.04599873312205882,0.02399810248438583,-0.04600666606690185,0.0019343418623264386
17.0,0.009976160801163814,-0.049968329865550665,0.003996515904356901,0.008003796412971775,0.02400126687794879,0.020000000000001683,0.02599873312204859,-0.026001897515611327,-0.026006666066905826,0.02193434186233667
18.0,-2.38391988270914e-5,-0.049968329865550665,-0.006003484095634004,-0.02199620358702936,0.004001266877952769,0.009999999999996567,0.015998733122057684,-0.01600189751560621,-0.01600666606691492,-0.008065658137664466
19.0,0.009976160801163814,-0.03996832986555976,0.013996515904362017,-0.011996203587024246,0.04400126687794481,0.009999999999996567,0.005998733122052569,-0.03600189751561644,-0.01600666606691492,-0.008065658137664466
20.0,-0.03002383919882823,-0.009968329865558623,0.003996515904356901,-0.011996203587024246,0.004001266877952769,0.0300000000000068,-0.014001266877943452,0.02399810248438583,-0.006006666066909805,0.011934341862331554
