day,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.45000000000000284,-0.45000000000000284,-0.45000000000000284,-0.45000000000000284,-0.45000000000000284,-0.45000000000000284,-0.45000000000000284,-0.45000000000000284,-0.45000000000000284,-0.45000000000000284
2.0,-0.4200000000000017,-0.4200000000000017,-0.4200000000000017,-0.4200000000000017,-0.4200000000000017,-0.4200000000000017,-0.4200000000000017,-0.4200000000000017,-0.4200000000000017,-0.4200000000000017
3.0,-0.37999999999999545,-0.37999999999999545,-0.37999999999999545,-0.37999999999999545,-0.37999999999999545,-0.37999999999999545,-0.37999999999999545,-0.37999999999999545,-0.37999999999999545,-0.37999999999999545
4.0,-0.3400000000000034,-0.3400000000000034,-0.3400000000000034,-0.3400000000000034,-0.3400000000000034,-0.3400000000000034,-0.3400000000000034,-0.3400000000000034,-0.3400000000000034,-0.3400000000000034
5.0,-0.3100000000000023,-0.3100000000000023,-0.3100000000000023,-0.3100000000000023,-0.3100000000000023,-0.3100000000000023,-0.3100000000000023,-0.3100000000000023,-0.3100000000000023,-0.3100000000000023
6.0,-0.269999999999996,-0.269999999999996,-0.269999999999996,-0.269999999999996,-0.269999999999996,-0.269999999999996,-0.269999999999996,-0.269999999999996,-0.269999999999996,-0.269999999999996
7.0,-0.23999999999999488,-0.23999999999999488,-0.23999999999999488,-0.23999999999999488,-0.23999999999999488,-0.23999999999999488,-0.23999999999999488,-0.23999999999999488,-0.23999999999999488,-0.23999999999999488
8.0,-0.20999999999999375,-0.20999999999999375,-0.20999999999999375,-0.20999999999999375,-0.20999999999999375,-0.20999999999999375,-0.20999999999999375,-0.20999999999999375,-0.20999999999999375,-0.20999999999999375
9.0,-0.18999999999999773,-0.18999999999999773,-0.18999999999999773,-0.18999999999999773,-0.18999999999999773,-0.18999999999999773,-0.18999999999999773,-0.18999999999999773,-0.18999999999999773,-0.18999999999999773
10.0,-0.1700000000000017,-0.1700000000000017,-0.1700000000000017,-0.1700000000000017,-0.1700000000000017,-0.1700000000000017,-0.1700000000000017,-0.1700000000000017,-0.1700000000000017,-0.1700000000000017
11.0,-0.14999999999999147,-0.14999999999999147,-0.14999999999999147,-0.14999999999999147,-0.14999999999999147,-0.14999999999999147,-0.14999999999999147,-0.14999999999999147,-0.14999999999999147,-0.14999999999999147
12.0,-0.12999999999999545,-0.12999999999999545,-0.12999999999999545,-0.12999999999999545,-0.12999999999999545,-0.12999999999999545,-0.12999999999999545,-0.12999999999999545,-0.12999999999999545,-0.12999999999999545
13.0,-0.11999999999999034,-0.11999999999999034,-0.11999999999999034,-0.11999999999999034,-0.11999999999999034,-0.11999999999999034,-0.11999999999999034,-0.11999999999999034,-0.11999999999999034,-0.11999999999999034
14.0,-0.09999999999999432,-0.09999999999999432,-0.09999999999999432,-0.09999999999999432,-0.09999999999999432,-0.09999999999999432,-0.09999999999999432,-0.09999999999999432,-0.09999999999999432,-0.09999999999999432
15.0,-0.09000000000000341,-0.09000000000000341,-0.09000000000000341,-0.09000000000000341,-0.09000000000000341,-0.09000000000000341,-0.09000000000000341,-0.09000000000000341,-0.09000000000000341,-0.09000000000000341
16.0,-0.0799999999999983,-0.0799999999999983,-0.0799999999999983,-0.0799999999999983,-0.0799999999999983,-0.0799999999999983,-0.0799999999999983,-0.0799999999999983,-0.0799999999999983,-0.0799999999999983
17.0,-0.06999999999999318,-0.06999999999999318,-0.06999999999999318,-0.06999999999999318,-0.06999999999999318,-0.06999999999999318,-0.06999999999999318,-0.06999999999999318,-0.06999999999999318,-0.06999999999999318
18.0,-0.06999999999999318,-0.06999999999999318,-0.06999999999999318,-0.06999999999999318,-0.06999999999999318,-0.06999999999999318,-0.06999999999999318,-0.06999999999999318,-0.06999999999999318,-0.06999999999999318
19.0,-0.060000000000002274,-0.060000000000002274,-0.060000000000002274,-0.060000000000002274,-0.060000000000002274,-0.060000000000002274,-0.060000000000002274,-0.060000000000002274,-0.060000000000002274,-0.060000000000002274
20.0,-0.04999999999999716,-0.04999999999999716,-0.04999999999999716,-0.04999999999999716,-0.04999999999999716,-0.04999999999999716,-0.04999999999999716,-0.04999999999999716,-0.04999999999999716,-0.04999999999999716
