post_locs,post_phases,post_pks,pre_locs,pre_phases,pre_pks
201.64,0.13999999999998636,0.17807123736210842,180.53,0.5300000000000011,0.4085537354368394
202.93,0.4300000000000068,0.18732755281387292,181.53,0.5300000000000011,0.4085610202437552
203.98,0.47999999999998977,0.27393647186015013,182.53,0.5300000000000011,0.40904392408745466
205.0,0.5,0.3345374495718729,183.53,0.5300000000000011,0.40921101255800707
206.01,0.5099999999999909,0.3706734381411252,184.53,0.5300000000000011,0.40897215719919616
207.02,0.5200000000000102,0.3896719185717575,185.53,0.5300000000000011,0.40877560359848153
208.02,0.5200000000000102,0.3998790707368291,186.53,0.5300000000000011,0.40870075430470976
209.02,0.5200000000000102,0.4051895898560341,187.53,0.5300000000000011,0.4087109306012354
210.03,0.5300000000000011,0.4078620317286921,188.53,0.5300000000000011,0.4074260764707732
211.03,0.5300000000000011,0.40922598850550934,189.53,0.5300000000000011,0.40783969475351406
212.03,0.5300000000000011,0.40918783153980776,190.53,0.5300000000000011,0.408017339291953
213.03,0.5300000000000011,0.4085959917251266,191.53,0.5300000000000011,0.40735400478098144
214.03,0.5300000000000011,0.4085746491837206,192.53,0.5300000000000011,0.40838731827916724
215.03,0.5300000000000011,0.4087989898159544,193.53,0.5300000000000011,0.40935464814015005
216.03,0.5300000000000011,0.408231167537498,194.53,0.5300000000000011,0.409130863403609
217.03,0.5300000000000011,0.4074694786972933,195.53,0.5300000000000011,0.4088734556627477
218.03,0.5300000000000011,0.4077655170886306,196.53,0.5300000000000011,0.40732452086837995
219.03,0.5300000000000011,0.4079984091817845,197.53,0.5300000000000011,0.40753031433227677
220.03,0.5300000000000011,0.4082767912810621,198.53,0.5300000000000011,0.40731182850193576
221.03,0.5300000000000011,0.4084243819931972,199.53,0.5300000000000011,0.4079806136906737
