post_locs,post_phases,post_pks,pre_locs,pre_phases,pre_pks
201.66,0.1599999999999966,0.16639902586862024,180.53,0.5300000000000011,0.3929611244176914
202.94,0.4399999999999977,0.19521520996781122,181.53,0.5300000000000011,0.3943090047110849
203.98,0.47999999999998977,0.27357794359007354,182.53,0.5300000000000011,0.39577277931197674
205.0,0.5,0.3218520390516018,183.53,0.5300000000000011,0.3944924367287071
206.01,0.5099999999999909,0.3622509050980347,184.53,0.5300000000000011,0.3933851473157922
207.01,0.5099999999999909,0.37806948709443877,185.53,0.5300000000000011,0.39103684345717804
208.02,0.5200000000000102,0.3844752532775452,186.53,0.5300000000000011,0.39417309388423305
209.02,0.5200000000000102,0.389267720714791,187.53,0.5300000000000011,0.39030559008887294
210.03,0.5300000000000011,0.39289519900057274,188.53,0.5300000000000011,0.38862708424250836
211.03,0.5300000000000011,0.3943774332038709,189.54,0.539999999999992,0.3885164575130618
212.03,0.5300000000000011,0.3944299255899216,190.53,0.5300000000000011,0.3901611909055137
213.03,0.5300000000000011,0.396962617633591,191.53,0.5300000000000011,0.38912520808400003
214.03,0.5300000000000011,0.3985795077539467,192.53,0.5300000000000011,0.39186673098924324
215.03,0.5300000000000011,0.3958449811225908,193.53,0.5300000000000011,0.38930936009451755
216.03,0.5300000000000011,0.39184153215756456,194.53,0.5300000000000011,0.38961832456694484
217.03,0.5300000000000011,0.3872751086441199,195.53,0.5300000000000011,0.39519149639899726
218.03,0.5300000000000011,0.39087984275038723,196.53,0.5300000000000011,0.39350312893009987
219.03,0.5300000000000011,0.39175958324292776,197.53,0.5300000000000011,0.39358888041848356
220.03,0.5300000000000011,0.3945282163542869,198.53,0.5300000000000011,0.3966169101020634
221.03,0.5300000000000011,0.3974983894817326,199.53,0.5300000000000011,0.3972592202194808
