post_locs,post_phases,post_pks,pre_locs,pre_phases,pre_pks
201.73,0.22999999999998977,0.14451171780538682,180.54,0.539999999999992,0.35150176148137585
202.95,0.44999999999998863,0.19445933523052017,181.54,0.539999999999992,0.3428377133519276
203.99,0.4900000000000091,0.2657538363114513,182.54,0.539999999999992,0.34785044478742466
205.0,0.5,0.3094750357061779,183.53,0.5300000000000011,0.3484543852483772
206.02,0.5200000000000102,0.32642202282273397,184.54,0.539999999999992,0.3428352675041307
207.02,0.5200000000000102,0.34109696192453115,185.53,0.5300000000000011,0.3529285772909545
208.02,0.5200000000000102,0.36476734328024907,186.53,0.5300000000000011,0.35440628037242616
209.02,0.5200000000000102,0.35414058482211386,187.52,0.5200000000000102,0.3533335150133359
210.03,0.5300000000000011,0.35442092139134207,188.53,0.5300000000000011,0.36155299873574387
211.03,0.5300000000000011,0.3532278774611072,189.53,0.5300000000000011,0.3547801858271485
212.03,0.5300000000000011,0.35802878009837974,190.53,0.5300000000000011,0.35359083431347776
213.03,0.5300000000000011,0.3542561845842513,191.53,0.5300000000000011,0.3603150538163897
214.04,0.539999999999992,0.35635258215618193,192.53,0.5300000000000011,0.36505856284512694
215.03,0.5300000000000011,0.3573378003435402,193.53,0.5300000000000011,0.3751713857802192
216.04,0.539999999999992,0.3542631741602239,194.54,0.539999999999992,0.3599025404916824
217.04,0.539999999999992,0.3442653468833324,195.54,0.539999999999992,0.35307527578115755
218.03,0.5300000000000011,0.3498488218087813,196.53,0.5300000000000011,0.36115886800635183
219.03,0.5300000000000011,0.35090433985670677,197.53,0.5300000000000011,0.3666380396197223
220.04,0.539999999999992,0.3568737135217442,198.53,0.5300000000000011,0.36105633703225587
221.02,0.5200000000000102,0.35408184724227926,199.53,0.5300000000000011,0.3517700826169953
