post_locs,post_phases,post_pks,pre_locs,pre_phases,pre_pks
201.64,0.13999999999998636,0.17948869232199963,180.53,0.5300000000000011,0.4084769818609314
202.93,0.4300000000000068,0.18541930453448927,181.53,0.5300000000000011,0.40851143693115044
203.98,0.47999999999998977,0.2732380025638965,182.53,0.5300000000000011,0.40837982978898957
205.0,0.5,0.33422150996197636,183.53,0.5300000000000011,0.40928226264656203
206.01,0.5099999999999909,0.370738459858704,184.53,0.5300000000000011,0.4088077124016088
207.01,0.5099999999999909,0.390348732675593,185.53,0.5300000000000011,0.40844436352393926
208.02,0.5200000000000102,0.40050775063729194,186.53,0.5300000000000011,0.4087819601699872
209.02,0.5200000000000102,0.4055973648778906,187.53,0.5300000000000011,0.4089946431253914
210.03,0.5300000000000011,0.40757365785414007,188.53,0.5300000000000011,0.4083499074918084
211.03,0.5300000000000011,0.4077047312843001,189.53,0.5300000000000011,0.407829444976459
212.03,0.5300000000000011,0.40802615253612445,190.53,0.5300000000000011,0.407901185863778
213.03,0.5300000000000011,0.4076661305375312,191.53,0.5300000000000011,0.4083173302228289
214.03,0.5300000000000011,0.40728889181294287,192.53,0.5300000000000011,0.4082205698157635
215.03,0.5300000000000011,0.4080005877098363,193.53,0.5300000000000011,0.408795691131729
216.03,0.5300000000000011,0.4084119835067756,194.53,0.5300000000000011,0.40819698990165265
217.03,0.5300000000000011,0.4079984523324581,195.53,0.5300000000000011,0.40877477946001706
218.03,0.5300000000000011,0.40843910766618874,196.53,0.5300000000000011,0.40853025885220673
219.03,0.5300000000000011,0.40762110796693474,197.53,0.5300000000000011,0.4091619658161072
220.03,0.5300000000000011,0.40752007633372345,198.53,0.5300000000000011,0.4095711837268047
221.03,0.5300000000000011,0.4077935495491896,199.53,0.5300000000000011,0.40960813279777675
