post_locs,post_phases,post_pks,pre_locs,pre_phases,pre_pks
201.67,0.1699999999999875,0.14051771017772016,180.54,0.539999999999992,0.3485446539791364
202.96,0.46000000000000796,0.19350576048063275,181.54,0.539999999999992,0.34722514164047646
204.0,0.5,0.2629284701362456,182.52,0.5200000000000102,0.3491073111446183
205.0,0.5,0.3054460904894622,183.54,0.539999999999992,0.34874536113359095
206.02,0.5200000000000102,0.3415251475586519,184.53,0.5300000000000011,0.3424712333121786
207.01,0.5099999999999909,0.3601813888571934,185.53,0.5300000000000011,0.3509515948811773
208.02,0.5200000000000102,0.35964019538605135,186.54,0.539999999999992,0.34872192421856135
209.03,0.5300000000000011,0.3600932364293246,187.53,0.5300000000000011,0.34648590941847296
210.02,0.5200000000000102,0.3511179402242513,188.54,0.539999999999992,0.3553506577594282
211.03,0.5300000000000011,0.35894664181700925,189.53,0.5300000000000011,0.3535442035018357
212.03,0.5300000000000011,0.35551847015861837,190.53,0.5300000000000011,0.36482801015784583
213.03,0.5300000000000011,0.35379478299444805,191.53,0.5300000000000011,0.3521403646263451
214.04,0.539999999999992,0.3578691443128561,192.54,0.539999999999992,0.35615585271811506
215.03,0.5300000000000011,0.35968737956583274,193.54,0.539999999999992,0.35329266885004007
216.03,0.5300000000000011,0.3528530382356445,194.54,0.539999999999992,0.3526479773553786
217.03,0.5300000000000011,0.35003562589712817,195.53,0.5300000000000011,0.35332584349299256
218.03,0.5300000000000011,0.3472002292203512,196.54,0.539999999999992,0.35189349436637307
219.04,0.539999999999992,0.352556358825778,197.54,0.539999999999992,0.34880205638452916
220.03,0.5300000000000011,0.35348279807720656,198.54,0.539999999999992,0.33926000871998735
221.03,0.5300000000000011,0.3565717827861296,199.53,0.5300000000000011,0.34927834851309475
