post_locs,post_phases,post_pks,pre_locs,pre_phases,pre_pks
201.67,0.1699999999999875,0.15841921729698963,180.53,0.5300000000000011,0.37730890635059317
202.98,0.47999999999998977,0.18991655804749144,181.53,0.5300000000000011,0.3763685693160204
203.99,0.4900000000000091,0.2631553162043377,182.52,0.5200000000000102,0.3714659476695463
205.0,0.5,0.3172858932846636,183.53,0.5300000000000011,0.37646695173695083
206.01,0.5099999999999909,0.3425753332613141,184.53,0.5300000000000011,0.37161464942968064
207.02,0.5200000000000102,0.3553964615293761,185.53,0.5300000000000011,0.3843806552877046
208.02,0.5200000000000102,0.3606630518325267,186.54,0.539999999999992,0.3841247267869529
209.03,0.5300000000000011,0.37103857900827514,187.53,0.5300000000000011,0.37368368887172504
210.02,0.5200000000000102,0.3739814437846096,188.54,0.539999999999992,0.37541397063437276
211.02,0.5200000000000102,0.3732331693202537,189.53,0.5300000000000011,0.371049344264786
212.02,0.5200000000000102,0.37467021390695654,190.53,0.5300000000000011,0.3699146701442581
213.03,0.5300000000000011,0.373770476919498,191.53,0.5300000000000011,0.36854494295075224
214.03,0.5300000000000011,0.37132363683044173,192.53,0.5300000000000011,0.378101718294913
215.03,0.5300000000000011,0.37236256013922836,193.54,0.539999999999992,0.37800381129311544
216.03,0.5300000000000011,0.37152747973058187,194.53,0.5300000000000011,0.3797572394081091
217.03,0.5300000000000011,0.37192854500992323,195.54,0.539999999999992,0.37334707752630314
218.03,0.5300000000000011,0.3735843669842547,196.54,0.539999999999992,0.3704851277046852
219.03,0.5300000000000011,0.37589887219711093,197.53,0.5300000000000011,0.37738771830907897
220.04,0.539999999999992,0.3711203473319919,198.53,0.5300000000000011,0.37757929931918055
221.03,0.5300000000000011,0.37479167440313643,199.53,0.5300000000000011,0.3767568472334738
