input_amplitude,input_period,input_duty_cycle,phase_coherence,mean_phase,phase_coherence_population,collective_phase,phase_coherence_n1,mean_phase_n1,phase_coherence_population_n1,collective_phase_n1,phase_coherence_n10,mean_phase_n10,phase_coherence_population_n10,collective_phase_n10,phase_coherence_n100,mean_phase_n100,phase_coherence_population_n100,collective_phase_n100
0.0,0.75,0.5,0.08394819233449932,0.6149570790475007,0.029835735873180048,0.5056542048924559,0.09949196278061587,0.5018088866328518,NaN,NaN,0.09509533738922515,0.5001292672913872,0.2996265889941206,0.4976212792835437,0.08556494423849534,0.6094150796405772,0.09565675916028456,0.468846012467065
0.0,0.755,0.5,0.03466066357658533,0.17296582931215126,0.02842572582286358,0.36170145501635875,0.09835415898532643,0.48900435147165655,NaN,NaN,0.10154492525789072,0.5071596594319503,0.30199935780354564,0.4229004513889135,0.0781084214647117,0.47807932979909096,0.09373797835939285,0.39885196537355183
0.0,0.76,0.5,0.18846308359126554,0.17666298791082338,0.03655717640393943,0.4581318892089419,0.0998691434733492,0.48430446287915185,NaN,NaN,0.10851884759717453,0.44673981648816935,0.2980661291677597,0.4680743277378292,0.12612822169318955,0.3395489462434179,0.09942828990235399,0.38422948963770354
0.0,0.765,0.5,0.09133636323341854,0.607247298670807,0.03453007578221865,0.5419742808556185,0.10075248607160538,0.4975487281602412,NaN,NaN,0.11496669854829672,0.5357532689046559,0.3033497389315084,0.5137135123953501,0.15365349905503473,0.4976199559770588,0.09863450281921161,0.49379979752584396
0.0,0.77,0.5,0.017231137021968032,0.322965829310114,0.032248730745909907,0.5088270392772405,0.09949019005317478,0.5025096170935403,NaN,NaN,0.11136591912208782,0.4608589785287019,0.3001891017161077,0.5238840793582656,0.112767470322704,0.5548276793277089,0.09386126624790612,0.4560588740038389
0.0,0.775,0.5,0.13315947904429698,0.38574523528913274,0.03399566342532775,0.4571041476318678,0.10085828105591758,0.4856146966708437,NaN,NaN,0.09792534621353259,0.4970345471906173,0.30071591192389335,0.4766726906490159,0.1114038105541724,0.607375671336813,0.09356301372283231,0.4837287343430476
0.0,0.78,0.5,0.06768966737573962,0.4188974879358259,0.029523053418595145,0.6568980221536163,0.10060541452468592,0.5066586821680121,NaN,NaN,0.10173164269575388,0.4889990139803325,0.29586966197431774,0.49478819964514115,0.13799239249631967,0.5345014955908094,0.09073714311763591,0.6571005823703504
0.0,0.785,0.5,0.004371629212955362,0.9999999999996653,0.03403727782967174,0.4419648204834228,0.10610901992014013,0.4908180107560972,NaN,NaN,0.10496071957005128,0.5005881437151006,0.29763518322932264,0.4765923594174407,0.09740601997134998,0.5550870781275604,0.09687068935035945,0.5130365296046887
0.0,0.79,0.5,0.20173755639852434,0.45163370346561876,0.031198536074003667,0.48296641017317565,0.10169890194394897,0.5029079879952831,NaN,NaN,0.10678075980777951,0.47294585986124205,0.2978134085607876,0.48828321019197035,0.09319337714975949,0.5768310576729995,0.09431735199757463,0.5227887237079882
0.0,0.795,0.5,0.03281509835436833,0.9045909134681737,0.03515005929693447,0.4583673849280626,0.10223193929275676,0.4835376796406389,NaN,NaN,0.10023162371995661,0.545598051616087,0.30367544794177587,0.4590570924544612,0.10923257295155946,0.29704175071476197,0.09692742176851156,0.5404402222935774
0.0,0.8,0.5,0.08243830005306935,0.9132479266750456,0.03223625552868644,0.59635106631889,0.10779151500620487,0.510870299693488,NaN,NaN,0.11402218144096737,0.5052167255876222,0.29785737611769375,0.5300159148629718,0.13535600676788598,0.4526242269171301,0.09366529487460744,0.5288164510139491
0.0,0.805,0.5,0.074319399895509,0.9770341706878887,0.035873526038720044,0.6486948690420389,0.10439912246429076,0.5278817684052808,NaN,NaN,0.1046239378030598,0.5615411002938133,0.2975518630807096,0.5778242231242523,0.08230145954220823,0.5159951647877633,0.09388689090731281,0.6668427194211792
0.0,0.81,0.5,0.11470173159903517,0.9148503441347,0.03211628750017043,0.5222499627826847,0.1076043184638642,0.496646328277111,NaN,NaN,0.10044169733749157,0.4950072953892634,0.2973377387011663,0.5072372248210523,0.09955500507943217,0.5459264726615201,0.09231207904049574,0.5349330079579875
0.0,0.815,0.5,0.09290794551867607,0.6140035612124556,0.032846340648812124,0.4904991532629936,0.11105527804658173,0.4977583298883915,NaN,NaN,0.10847820122348369,0.5184653594342545,0.29738628633625663,0.4984094223995044,0.09427524016034043,0.4772457080353866,0.0953867236995356,0.5032671365009755
0.0,0.82,0.5,0.0497711197458573,0.2950132313771066,0.029317914633474353,0.45955358290187914,0.11293592388958135,0.5040733998395578,NaN,NaN,0.10655356245788734,0.4816838972800287,0.2977059696381953,0.4789256352801525,0.1311896797672189,0.49399670618600666,0.09194892074773922,0.522539847336281
0.0,0.825,0.5,0.11642333715332087,0.8471184718175563,0.031151459017893766,0.5839415138066986,0.11274592612077533,0.49654386065976824,NaN,NaN,0.11552848516695156,0.542300336123711,0.29726516228930944,0.4795546032444238,0.1293839442260532,0.6821955499056903,0.0949155902223334,0.4856382189774432
0.0,0.83,0.5,0.06933773435188821,0.003515328336795705,0.031090553921349563,0.4337171598077945,0.11287029369318596,0.506539539157606,NaN,NaN,0.10801782713614233,0.4914086944207666,0.29766907113175783,0.45993573995007947,0.10875909087420857,0.5060817299189233,0.09554546743039347,0.4701255743602271
0.0,0.835,0.5,0.14821271924734905,0.7395401966521385,0.03139535635400604,0.5466252087712304,0.11629396879539892,0.5060792595979349,NaN,NaN,0.12100997086499224,0.5609635390586285,0.29142118052370747,0.540896276174243,0.09920638315721314,0.5285544834161221,0.0923542109664547,0.5469415189341188
