time,phase_shift
-3.552713678800501e-15,-0.01
0.03482758620689293,-0.03
0.0696551724137894,-0.06
0.1044827586206859,-0.09
0.13931034482758237,-0.13
0.17413793103447886,-0.14
0.20896551724137535,-0.18
0.24379310344827185,-0.21
0.2786206896551683,-0.24
0.3134482758620648,-0.27
0.3482758620689613,-0.31
0.3831034482758578,-0.35
0.41793103448275426,-0.39
0.4527586206896507,-0.43
0.48758620689654725,-0.47
0.5224137931034436,0.46
0.5572413793103401,0.42
0.5920689655172368,0.38
0.6268965517241332,0.34
0.6617241379310297,0.3
0.6965517241379261,0.27
0.7313793103448226,0.23
0.7662068965517191,0.19
0.8010344827586156,0.15
0.8358620689655121,0.11
0.8706896551724086,0.07
0.905517241379305,0.05
0.9403448275862015,0.01
0.975172413793098,0.0
1.0099999999999945,0.0
