time,phase_shift
1.7763568394002505e-15,-0.01
0.034827586206898256,-0.03
0.06965517241379474,-0.06
0.10448275862069123,-0.1
0.1393103448275877,-0.12
0.1741379310344842,-0.15
0.20896551724138068,-0.17
0.24379310344827718,-0.2
0.2786206896551736,-0.24
0.31344827586207014,-0.27
0.3482758620689666,-0.31
0.3831034482758631,-0.34
0.4179310344827596,-0.38
0.45275862068965606,-0.43
0.4875862068965526,-0.47
0.5224137931034489,0.46
0.5572413793103455,0.43
0.5920689655172421,0.39
0.6268965517241385,0.35
0.661724137931035,0.31
0.6965517241379314,0.28
0.731379310344828,0.24
0.7662068965517245,0.19
0.8010344827586209,0.15
0.8358620689655174,0.12
0.8706896551724139,0.08
0.9055172413793103,0.05
0.9403448275862069,0.02
0.9751724137931034,0.0
1.0099999999999998,0.0
