periods,amplitudes
0.75,3.0
0.7550505050505051,3.0
0.76010101010101,3.0
0.7651515151515151,3.0
0.7702020202020202,3.0
0.7752525252525253,3.0
0.7803030303030303,2.9765625
0.7853535353535354,3.0
0.7904040404040404,0.0
0.7954545454545454,2.9765625
0.8005050505050505,2.4140625
0.8055555555555556,3.0
0.8106060606060606,0.0
0.8156565656565656,3.0
0.8207070707070707,2.2265625
0.8257575757575758,2.9765625
0.8308080808080808,2.2265625
0.8358585858585859,2.6015625
0.8409090909090909,3.0
0.8459595959595959,3.0
0.851010101010101,3.0
0.8560606060606061,3.0
0.8611111111111112,0.0
0.8661616161616161,3.0
0.8712121212121212,3.0
0.8762626262626263,3.0
0.8813131313131313,3.0
0.8863636363636364,3.0
0.8914141414141414,0.0
0.8964646464646465,0.0
0.9015151515151515,0.0
0.9065656565656566,3.0
0.9116161616161617,3.0
0.9166666666666666,3.0
0.9217171717171717,0.5390625
0.9267676767676768,3.0
0.9318181818181818,3.0
0.9368686868686869,3.0
0.9419191919191919,2.9296875
0.946969696969697,3.0
0.952020202020202,3.0
0.9570707070707071,0.0
0.9621212121212122,3.0
0.9671717171717171,3.0
0.9722222222222222,3.0
0.9772727272727273,3.0
0.9823232323232324,2.9765625
0.9873737373737373,0.0
0.9924242424242424,3.0
0.9974747474747475,3.0
1.0025252525252526,3.0
1.0075757575757576,2.9765625
1.0126262626262625,3.0
1.0176767676767677,3.0
1.0227272727272727,3.0
1.0277777777777777,3.0
1.0328282828282829,3.0
1.0378787878787878,3.0
1.042929292929293,3.0
1.047979797979798,3.0
1.053030303030303,3.0
1.0580808080808082,3.0
1.0631313131313131,3.0
1.0681818181818181,3.0
1.0732323232323233,3.0
1.0782828282828283,3.0
1.0833333333333333,3.0
1.0883838383838385,3.0
1.0934343434343434,3.0
1.0984848484848484,3.0
1.1035353535353536,3.0
1.1085858585858586,3.0
1.1136363636363635,3.0
1.1186868686868687,3.0
1.1237373737373737,3.0
1.128787878787879,3.0
1.1338383838383839,3.0
1.1388888888888888,3.0
1.143939393939394,3.0
1.148989898989899,3.0
1.154040404040404,3.0
1.1590909090909092,3.0
1.1641414141414141,3.0
1.1691919191919191,3.0
1.1742424242424243,3.0
1.1792929292929293,3.0
1.1843434343434343,3.0
1.1893939393939394,3.0
1.1944444444444444,3.0
1.1994949494949494,3.0
1.2045454545454546,3.0
1.2095959595959596,3.0
1.2146464646464648,3.0
1.2196969696969697,3.0
1.2247474747474747,3.0
1.22979797979798,3.0
1.2348484848484849,3.0
1.2398989898989898,3.0
1.244949494949495,3.0
1.25,3.0
